Image	Object ID	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	ID	Parent ID	Side	Num Detections	Num Negative	Num Positive	Positive %	Num Positive per mm^2	Area µm^2	Perimeter µm
JKAY11.2g_TRAP_retr_RNAScope_A3_Scan1_[6997,31941]_component_data_merged_Region 5.ome.tif	48460d05-e444-466e-9b7b-18e63f1aec8b	828	828	4	Geometry	5975.2	1671.7	828	4	0	0	0	0	NaN	0	1032683.2	7666
JKAY11.2g_TRAP_retr_RNAScope_A3_Scan1_[6997,31941]_component_data_merged_Region 5.ome.tif	7e121595-8fe7-404b-9ae4-1d170e5c8b2e	983	983	1009	Geometry	6018.9	5919	983	1009	0	0	0	0	NaN	0	93854.3	1759.6
JKAY11.2g_TRAP_retr_RNAScope_A3_Scan1_[6997,31941]_component_data_merged_Region 5.ome.tif	b534dc62-726e-40fb-b302-05e4d8918f1b	140	140	73	Geometry	6007.6	2587.6	140	73	0	0	0	0	NaN	0	783479.2	3353.7
JKAY11.2g_TRAP_retr_RNAScope_A3_Scan1_[6997,31941]_component_data_merged_Region 5.ome.tif	a2df7275-11b5-428f-9e27-9ac7ecbf54c9	843	843	822	Geometry	6310	1784.7	843	822	0	0	0	0	NaN	0	398189.3	5057.6
JKAY11.2g_TRAP_retr_RNAScope_A3_Scan1_[6997,31941]_component_data_merged_Region 5.ome.tif	0b331f49-a48e-4849-aaa8-1347beb47012	1009	1009	997	Geometry	6150.2	4236.8	1009	997	0	8	7	1	12.5	0.4702	2126721.1	40513.6
JKAY11.2g_TRAP_retr_RNAScope_A3_Scan1_[6997,31941]_component_data_merged_Region 5.ome.tif	95b8c41f-96e3-4a45-98b2-aa0c9ce1e2a2	386	386	354	Geometry	6067.6	4789.7	386	354	0	0	0	0	NaN	0	453283.2	5844.1
JKAY11.2g_TRAP_retr_RNAScope_A3_Scan1_[6997,31941]_component_data_merged_Region 5.ome.tif	1f40a807-db11-4057-b586-9f9d333cb020	967	967	1009	Geometry	6119.8	4225.9	967	1009	0	8	7	1	12.5	0.756	1322707	25614.8
JKAY11.2g_TRAP_retr_RNAScope_A3_Scan1_[6997,31941]_component_data_merged_Region 5.ome.tif	cb6a7ab4-9eac-4ccc-98b6-cd9bce1a00d9	lPAG-r		Image	Polygon	6809.1	2328.8	NaN	NaN	NaN	259	253	6	2.317	10.32	581192.7	3180.7
JKAY11.2g_TRAP_retr_RNAScope_A3_Scan1_[6997,31941]_component_data_merged_Region 5.ome.tif	8c9fb9fe-1dda-4a70-acba-f9a95b846342	105	105	398	Geometry	5946.4	5744.9	105	398	0	0	0	0	NaN	0	133441.9	2013.5
JKAY11.2g_TRAP_retr_RNAScope_A3_Scan1_[6997,31941]_component_data_merged_Region 5.ome.tif	47d0d65f-478c-46c6-bc4d-d3d9cbf6bb8e	821	821	385	Geometry	5980.2	982.3	821	385	0	0	0	0	NaN	0	553349	5282.1
