Image	Object ID	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	ID	Side	Parent ID	Num Detections	Num Negative	Num Positive	Positive %	Num Positive per mm^2	Area µm^2	Perimeter µm
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 6.ome.tif	f25136a3-7ef2-4ff4-b76d-97609bda4259	root	root	Image	Geometry	5227.7	3337.3	997	0	NaN	762	175	587	77.03	14.33	40969858.2	38328.5
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 6.ome.tif	53f36548-7da7-4f8d-a018-0c0fe252fb36	grey	grey	root	Geometry	5216	3252.7	8	0	997	762	175	587	77.03	15.8	37150533.1	86802.8
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 6.ome.tif	3516d497-05a3-4a23-99bc-8bcc9a2896f3	CB	CB	grey	Geometry	3569.2	5198.5	512	0	8	0	0	0	NaN	0	77463.7	4733.5
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 6.ome.tif	f08a3622-99d7-4015-8315-49327120ec2d	CH	CH	grey	Geometry	5334.1	3200.9	567	0	8	0	0	0	NaN	0	20537163.2	47599.5
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 6.ome.tif	1466bef8-61ed-43e2-9280-9936ca7643dc	CTX	CTX	CH	Geometry	5334.1	3200.9	688	0	567	0	0	0	NaN	0	20537163.2	47599.5
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 6.ome.tif	8d0ee099-2e0c-4f1e-b194-0b81acc68293	CTXpl	CTXpl	CTX	Geometry	5316.5	3184.3	695	0	688	0	0	0	NaN	0	20385888.1	48987.6
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 6.ome.tif	e159f83d-2d1e-4543-a38a-f6a6225ee6aa	HPF	HPF	CTXpl	Geometry	4782.3	3724.6	1089	0	695	0	0	0	NaN	0	12519879.3	33210.5
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 6.ome.tif	28d4c25d-7279-4184-8061-286b7268f3f8	HIP	HIP	HPF	Geometry	7757.1	4258.5	1080	0	1089	0	0	0	NaN	0	2583326.6	10720.3
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 6.ome.tif	723e993c-2593-48c5-a83a-897548561884	DG	DG	HIP	Geometry	7334.6	4081.8	726	0	1080	0	0	0	NaN	0	1442444	6816.6
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 6.ome.tif	e0f973eb-a247-4536-a32a-64662b7115aa	DG-sg	DG-sg	DG	Geometry	7674	4140.2	632	0	726	0	0	0	NaN	0	331415.8	5620.7
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 6.ome.tif	10c6f49f-afeb-4de9-a790-9bdba7b0617b	DG-mo	DG-mo	DG	Geometry	7179.4	4003.4	10703	0	726	0	0	0	NaN	0	930895.6	10315.8
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 6.ome.tif	535a2f01-6b76-4924-8868-f5af08d1760c	DG-po	DG-po	DG	Geometry	7512.7	4379.1	10704	0	726	0	0	0	NaN	0	179942	2121.1
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 6.ome.tif	e9c0d499-6d24-43b1-a823-8c3def8812e3	CA	CA	HIP	Geometry	8291.6	4482.1	375	0	1080	0	0	0	NaN	0	1140883.6	5817.1
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 6.ome.tif	9dd58e98-f01a-4e4b-833d-02f20af324ae	CA1	CA1	CA	Geometry	8291.6	4482.1	382	0	375	0	0	0	NaN	0	1140883.6	5817.1
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 6.ome.tif	563ee737-da54-4dba-baf8-225e6ef9fc6f	RHP	RHP	HPF	Geometry	4085.3	3642	822	0	1089	0	0	0	NaN	0	9475017	34343.8
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 6.ome.tif	fb7ca750-6acc-4a4e-badd-2b4f4d48d52a	ProS	ProS	RHP	Geometry	8477.1	3506.3	484682470	0	822	0	0	0	NaN	0	744000.3	5689
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 6.ome.tif	68ca920e-b82b-4160-b4ba-15a2f0c4bfce	POST	POST	RHP	Geometry	5480.2	2029.6	1037	0	822	0	0	0	NaN	0	813680.5	5265.5
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 6.ome.tif	92acc956-8f34-46fb-b6f9-8a5d20b989ef	PRE	PRE	RHP	Geometry	3709.4	3042	1084	0	822	0	0	0	NaN	0	1460450.2	8581.8
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 6.ome.tif	e7793f31-72ab-46b8-b96c-17a56e9721cc	HATA	HATA	RHP	Geometry	4135.1	5084.3	589508447	0	822	0	0	0	NaN	0	507276	4402.6
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 6.ome.tif	4b7c271c-c110-4c87-805b-04470fa9303a	PAR	PAR	RHP	Geometry	2263.8	2613.9	843	0	822	0	0	0	NaN	0	31766.1	1279.9
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 6.ome.tif	6e5ca077-0a49-41e1-a221-362ca8316aca	ENT	ENT	RHP	Geometry	3459.5	4152.4	909	0	822	0	0	0	NaN	0	4150516.4	16490.4
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 6.ome.tif	cd45edf7-9999-4889-beae-dc41320978e6	ENTl	ENTl	ENT	Geometry	3848.2	4043	918	0	909	0	0	0	NaN	0	3220735.9	12249.1
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 6.ome.tif	4bd03f06-ec1c-4a86-99c7-accb26e1d438	ENTl2	ENTl2	ENTl	Geometry	3975.1	4179.4	20	0	918	0	0	0	NaN	0	770451.6	9000.6
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 6.ome.tif	03da24ea-db80-4483-ae0f-af8e19bc7a49	ENTl6a	ENTl6a	ENTl	Geometry	3035.4	3670.3	28	0	918	0	0	0	NaN	0	721979.1	9205.8
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 6.ome.tif	1902b012-46d7-4c6c-879a-eacab498fc00	ENTl3	ENTl3	ENTl	Geometry	4180.1	4146.5	52	0	918	0	0	0	NaN	0	619963.8	8837.5
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 6.ome.tif	65405ca7-ecbe-43f4-a738-00f2fb5df95d	ENTl1	ENTl1	ENTl	Geometry	3890.5	4214.8	1121	0	918	0	0	0	NaN	0	421278.7	8786.9
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 6.ome.tif	667b89ff-4495-457a-8441-bf1e07b8cd4f	ENTl5	ENTl5	ENTl	Geometry	4234.8	4083.1	139	0	918	0	0	0	NaN	0	687062.7	8588.4
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 6.ome.tif	1cb37708-1dd8-4e4f-b447-6b0e3fe34cc8	ENTm	ENTm	ENT	Geometry	2113.2	4531.1	926	0	909	0	0	0	NaN	0	929780.5	5782.8
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 6.ome.tif	e98e5e4d-f74d-437b-841e-85071ab1c7f4	ENTm1	ENTm1	ENTm	Geometry	2111	5499.4	526	0	926	0	0	0	NaN	0	186458.9	3300.3
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 6.ome.tif	f6ea7ea8-cd9f-4b5b-9e0e-a1f4b5d8c423	ENTm2	ENTm2	ENTm	Geometry	2109.6	5372.6	543	0	926	0	0	0	NaN	0	175706.8	2901
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 6.ome.tif	ae85a547-687c-4de4-b19f-4ffcd1b66d20	ENTm3	ENTm3	ENTm	Geometry	2073.3	5227.5	664	0	926	0	0	0	NaN	0	129230.7	2407.2
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 6.ome.tif	a1949eaf-c720-4b1d-a45e-ced2534fde30	ENTm5	ENTm5	ENTm	Geometry	2093.6	5037.5	727	0	926	0	0	0	NaN	0	129053.5	2590.7
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 6.ome.tif	fc113346-ebbc-49aa-b2f9-69bb174db924	ENTm6	ENTm6	ENTm	Geometry	2141.4	2967.1	743	0	926	0	0	0	NaN	0	309330.6	3700
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 6.ome.tif	abe41153-02c1-462a-9bb6-a0e3fcd8424b	APr	APr	RHP	Geometry	4474.9	1606.5	484682508	0	822	0	0	0	NaN	0	170446.7	2683.1
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 6.ome.tif	418926f6-a74b-432f-9fcf-91ec44896d3e	SUB	SUB	RHP	Geometry	3277.6	3528.9	502	0	822	0	0	0	NaN	0	1596881	8346.3
