Image	Object ID	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	ID	Parent ID	Side	Num Detections	Num Negative	Num Positive	Positive %	Num Positive per mm^2	Area µm^2	Perimeter µm
JKAY11.6c_TRAP_retr_RNAScope_A2_Scan1_[5415,44976]_component_data_merged_Region 2.ome.tif	8ec850fd-b9ad-434e-b5b6-d5f7c8471385	533	533	669	Geometry	4070.7	679.21	533	669	0	0	0	0	NaN	0	67912.4	1798.2
JKAY11.6c_TRAP_retr_RNAScope_A2_Scan1_[5415,44976]_component_data_merged_Region 2.ome.tif	e86d06ff-4429-4bf0-bde6-7de23445a615	991	991	1009	Geometry	2814.9	2721	991	1009	0	0	0	0	NaN	0	320643.2	11222
JKAY11.6c_TRAP_retr_RNAScope_A2_Scan1_[5415,44976]_component_data_merged_Region 2.ome.tif	66789ba1-d5fe-478f-982f-d27544c8e5a1	254	254	315	Geometry	4782.1	1103.2	254	315	0	0	0	0	NaN	0	1358422	7910.9
JKAY11.6c_TRAP_retr_RNAScope_A2_Scan1_[5415,44976]_component_data_merged_Region 2.ome.tif	b4442973-42f2-42d6-a6de-4c68b5e44c92	973	973	409	Geometry	4662.9	1799.4	973	409	0	0	0	0	NaN	0	188665	2797.9
JKAY11.6c_TRAP_retr_RNAScope_A2_Scan1_[5415,44976]_component_data_merged_Region 2.ome.tif	49e9b8f2-a084-4d36-8299-9d07343b6d9b	385	385	669	Geometry	4722	1305.6	385	669	0	0	0	0	NaN	0	3040624.6	10912.3
JKAY11.6c_TRAP_retr_RNAScope_A2_Scan1_[5415,44976]_component_data_merged_Region 2.ome.tif	078dd3df-59d5-49e8-a01f-4aba332bbf85	33	33	385	Geometry	4868.5	1663.3	33	385	0	0	0	0	NaN	0	566872.1	7084.7
JKAY11.6c_TRAP_retr_RNAScope_A2_Scan1_[5415,44976]_component_data_merged_Region 2.ome.tif	325722d6-48a2-4577-b913-ed26e01e6f96	681	681	46	Geometry	4818.5	4136.2	681	46	0	0	0	0	NaN	0	24898	1498.8
JKAY11.6c_TRAP_retr_RNAScope_A2_Scan1_[5415,44976]_component_data_merged_Region 2.ome.tif	442f5e10-f559-4db9-a553-78b89e4b77c3	697	697	932	Geometry	5160.9	5939.5	697	932	0	0	0	0	NaN	0	87943	1833.5
JKAY11.6c_TRAP_retr_RNAScope_A2_Scan1_[5415,44976]_component_data_merged_Region 2.ome.tif	44d7df7c-545e-42ee-9ddb-1a51f7bd0259	729	729	541	Geometry	1113.9	3124.7	729	541	0	0	0	0	NaN	0	48104.1	1069.7
JKAY11.6c_TRAP_retr_RNAScope_A2_Scan1_[5415,44976]_component_data_merged_Region 2.ome.tif	07d1fedc-c794-48b4-8382-e298fce49114	97	97	541	Geometry	656.09	2682.6	97	541	0	0	0	0	NaN	0	157054.4	3198.9
JKAY11.6c_TRAP_retr_RNAScope_A2_Scan1_[5415,44976]_component_data_merged_Region 2.ome.tif	c80247e4-1f3f-4a39-96a5-5d3850314353	294	294	323	Geometry	4655.1	2110	294	323	0	1	0	1	100	0.346	2889871.7	9401.7
JKAY11.6c_TRAP_retr_RNAScope_A2_Scan1_[5415,44976]_component_data_merged_Region 2.ome.tif	b8183335-1519-4fb5-bb49-bd36927e5d73	1121	1121	918	Geometry	5256.4	4742.1	1121	918	0	0	0	0	NaN	0	476992.2	9973.2
JKAY11.6c_TRAP_retr_RNAScope_A2_Scan1_[5415,44976]_component_data_merged_Region 2.ome.tif	2df5eaca-4e5e-4e07-ae87-928f68d98b72	658	658	948	Geometry	5540.6	5119.6	658	948	0	0	0	0	NaN	0	462302.7	12913.2
