Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X µm	Centroid Y µm	ID	Side	Parent ID	Num Detections	Num Negative	Num Positive	Positive %	Num Positive per mm^2	Area µm^2	Perimeter µm
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 1.ome.tif	d1a54a9c-dc4e-497e-884b-5e0d42a9e236	Annotation	root	root	Root object (Image)	Geometry	5451.5	3424.8	997	0	NaN	138	112	26	18.84	0.5415	48015038.9	45048
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 1.ome.tif	7952c23c-eda9-4369-aeb4-f47244d1f228	Annotation	grey	grey	root	Geometry	5493.4	3305.4	8	0	997	138	112	26	18.84	0.6	43334186.7	102469.8
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 1.ome.tif	8f559a4f-dca6-4082-bda5-cd3203945f52	Annotation	CB	CB	grey	Geometry	5581.3	5051.2	512	0	8	0	0	0	NaN	0	84822.4	3269.1
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 1.ome.tif	c3f0186c-a002-4ddb-8a17-038c73936c7a	Annotation	CH	CH	grey	Geometry	5393.8	2946.6	567	0	8	0	0	0	NaN	0	21488181.2	42921.5
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 1.ome.tif	1c1f2e0f-d757-4bc2-b1b7-3f7a93869cb6	Annotation	CTX	CTX	CH	Geometry	5393.8	2946.6	688	0	567	0	0	0	NaN	0	21488181.2	42921.5
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 1.ome.tif	ffa190fc-12f5-4924-9b86-f8895399a16f	Annotation	CTXpl	CTXpl	CTX	Geometry	5393.8	2946.6	695	0	688	0	0	0	NaN	0	21488181.2	42921.5
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 1.ome.tif	994895b7-0ebf-4138-b218-af9593c71d6d	Annotation	Isocortex	Isocortex	CTXpl	Geometry	5374.8	1725.4	315	0	695	0	0	0	NaN	0	8765941.1	22704.6
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 1.ome.tif	42881834-76a0-45b3-bbd1-b21c8efcbcde	Annotation	TEa	TEa	Isocortex	Geometry	284.48	2791.6	541	0	315	0	0	0	NaN	0	60564.7	1330.9
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 1.ome.tif	46aaf3cc-11e1-48bd-892b-782ad3844cab	Annotation	TEa1	TEa1	TEa	Geometry	270.09	2780.3	97	0	541	0	0	0	NaN	0	50645	1249.1
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 1.ome.tif	2a18114f-eb68-47ec-b0f5-d7ca07e929f9	Annotation	TEa2/3	TEa2/3	TEa	Geometry	358	2849.4	1127	0	541	0	0	0	NaN	0	9919.4	472.78
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 1.ome.tif	c91d6cdb-4d9b-4271-a18f-0a78e5a5c882	Annotation	ECT	ECT	Isocortex	Geometry	285.44	3059	895	0	315	0	0	0	NaN	0	80199.5	1458.1
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 1.ome.tif	1b4541e4-dbaf-4925-97a7-bf23a49c180b	Annotation	ECT1	ECT1	ECT	Geometry	208.8	3077	836	0	895	0	0	0	NaN	0	44074	940.19
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 1.ome.tif	b6d8ea68-d06c-4917-896f-4b14c276c81c	Annotation	ECT2/3	ECT2/3	ECT	Geometry	379.03	3037.1	427	0	895	0	0	0	NaN	0	36124.8	977.47
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 1.ome.tif	5db2621d-3a80-42be-ad00-b83516af0afb	Annotation	PERI	PERI	Isocortex	Geometry	468.25	3241.9	922	0	315	0	0	0	NaN	0	90088	1638.6
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 1.ome.tif	39b7d3c9-cfba-42ac-afd8-12ffb3b53b92	Annotation	PERI1	PERI1	PERI	Geometry	444.21	3304.3	540	0	922	0	0	0	NaN	0	31649	938.96
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 1.ome.tif	7f50df8e-3800-4b45-86ad-030bd182d3a1	Annotation	PERI2/3	PERI2/3	PERI	Geometry	470.44	3209.5	888	0	922	0	0	0	NaN	0	54953.6	1025.1
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 1.ome.tif	c81ff8ec-986f-4730-8969-a207b8da4ced	Annotation	PERI5	PERI5	PERI	Geometry	654.64	3190.1	692	0	922	0	0	0	NaN	0	3485.8	260.63
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 1.ome.tif	17095383-a1a3-4088-ba06-ce053ba27903	Annotation	VIS	VIS	Isocortex	Geometry	5468.1	1819.2	669	0	315	0	0	0	NaN	0	7003192	19870
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 1.ome.tif	fe2e2ac0-b3b2-4fbf-9697-50e7b25fdd26	Annotation	VISpm	VISpm	VIS	Geometry	5120.8	574.47	533	0	669	0	0	0	NaN	0	26432.7	1075.1
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 1.ome.tif	9590da96-dc54-49e3-82af-f69a625b4ce6	Annotation	VISpm1	VISpm1	VISpm	Geometry	5340.8	531.91	805	0	533	0	0	0	NaN	0	13972.1	670.05
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 1.ome.tif	6386e62a-a8b2-49de-a74e-e1ea50ae3f85	Annotation	VISpm2/3	VISpm2/3	VISpm	Geometry	4874.2	622.19	41	0	533	0	0	0	NaN	0	12460.7	696.62
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 1.ome.tif	32e78ecf-10e1-4dd2-9765-0569aff7f5c5	Annotation	VISli	VISli	VIS	Geometry	3934.7	2119.1	312782574	0	669	0	0	0	NaN	0	273032.9	3318.7
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 1.ome.tif	bdc684e3-8a89-4a18-9ce9-e4af49a1ca32	Annotation	VISli2/3	VISli2/3	VISli	Geometry	4665.6	2107.1	312782582	0	312782574	0	0	0	NaN	0	106351.9	1962.4
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 1.ome.tif	06359831-9827-4b65-a646-91e8c24bb0ea	Annotation	VISli1	VISli1	VISli	Geometry	5426.6	2048.3	312782578	0	312782574	0	0	0	NaN	0	68363.8	1720.2
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 1.ome.tif	3867d32f-37b1-4098-bdd3-8918fd48b937	Annotation	VISli5	VISli5	VISli	Geometry	1364.6	2201.7	312782590	0	312782574	0	0	0	NaN	0	58117.5	1129.9
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 1.ome.tif	8791143b-97cf-458b-9a06-85c25be903cd	Annotation	VISli4	VISli4	VISli	Geometry	3179.6	2152	312782586	0	312782574	0	0	0	NaN	0	40199.7	1286.2
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 1.ome.tif	2a5f3bc5-f598-4d10-aa06-3fad1371c780	Annotation	VISpor	VISpor	VIS	Geometry	5443.3	2703.1	312782628	0	669	0	0	0	NaN	0	1952966.9	8701.6
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 1.ome.tif	5dbcfa1e-90e7-42c0-99c0-b2861f858c4b	Annotation	VISpor2/3	VISpor2/3	VISpor	Geometry	5904.5	2730.5	312782636	0	312782628	0	0	0	NaN	0	515732.1	5621.6
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 1.ome.tif	18043e1b-9a69-4b73-bd48-451067c2938d	Annotation	VISpor1	VISpor1	VISpor	Geometry	7063.7	2684.1	312782632	0	312782628	0	0	0	NaN	0	258005.4	4913.3
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 1.ome.tif	45962abc-f950-46c0-be1b-7d5a348fe95c	Annotation	VISpor5	VISpor5	VISpor	Geometry	5499.1	2717.2	312782644	0	312782628	0	0	0	NaN	0	679759.5	5786.9
JKBY4.2b_A3_Scan1.qptiff - resolution #1_Region 1.ome.tif	4fe1d2c8-dd73-41ac-95fb-0e671ad687cd	Annotation	VISpor4	VISpor4	VISpor	Geometry	4482.6	2504.9	312782640	0	312782628	0	0	0	NaN	0	110978.6	3028.2
