Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X µm	Centroid Y µm	ID	Side	Parent ID	Num Detections	Num Negative	Num Positive	Positive %	Num Positive per mm^2	Area µm^2	Perimeter µm
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 1.ome.tif	1c74d3b2-9a00-4ddc-971b-688b06f4e966	Annotation	root	root	Root object (Image)	Geometry	4873	3101.8	997	0	NaN	651	459	192	29.49	4.695	40895541.9	42181.1
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 1.ome.tif	032c92eb-0e86-49b8-ad4d-693a52d4252b	Annotation	grey	grey	root	Geometry	4864.4	3040.8	8	0	997	645	455	190	29.46	5.255	36157124.5	95550.7
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 1.ome.tif	c4846f54-e897-403c-b368-81c44ac58d38	Annotation	CB	CB	grey	Geometry	5724.4	3225.3	512	0	8	0	0	0	NaN	0	4554000.8	19427.5
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 1.ome.tif	0d5e3d0c-cecd-4010-8ddd-6775801289c1	Annotation	CBX	CBX	CB	Geometry	5785.5	3222.6	528	0	512	0	0	0	NaN	0	4247409.1	17027.3
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 1.ome.tif	6734578f-4083-4f19-8eea-57ecacfac5d9	Annotation	HEM	HEM	CBX	Geometry	6012	3366.8	1073	0	528	0	0	0	NaN	0	2783994.4	14127.9
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 1.ome.tif	f4a64be1-69fa-4f8f-9668-a2670ed46efa	Annotation	PFL	PFL	HEM	Geometry	7446.3	3758.7	1041	0	1073	0	0	0	NaN	0	107304.5	2176.8
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 1.ome.tif	a2eeaa28-3cb9-4ef8-930b-4d3519e0d958	Annotation	FL	FL	HEM	Geometry	5673.4	4125.2	1049	0	1073	0	0	0	NaN	0	1351355.9	6770
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 1.ome.tif	571d5460-a71c-4761-87be-c50a0bf4fd43	Annotation	SIM	SIM	HEM	Geometry	6241.2	2561.8	1007	0	1073	0	0	0	NaN	0	1325334	6891.3
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 1.ome.tif	e29963c6-e57b-4cdb-93d6-1a1e06caedcb	Annotation	VERM	VERM	CBX	Geometry	5354.7	2948.2	645	0	528	0	0	0	NaN	0	1463414.6	7776.7
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 1.ome.tif	a3caecc4-815d-44ea-ba0b-30e51cec2095	Annotation	CUL	CUL	VERM	Geometry	5354.7	2948.2	928	0	645	0	0	0	NaN	0	1463414.6	7776.7
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 1.ome.tif	04333cb8-1c3f-4cc4-a9c6-b0d59767a378	Annotation	CUL4, 5	CUL4, 5	CUL	Geometry	5354.7	2948.2	1091	0	928	0	0	0	NaN	0	1463414.6	7776.7
JKBY4.2b_A4_Scan1.qptiff - resolution #1_Region 1.ome.tif	fb844f58-5c0f-4742-8d06-444ec4821047	Annotation	CH	CH	grey	Geometry	4232.9	1539.7	567	0	8	0	0	0	NaN	0	5954183.9	17524.5
