Image	Object ID	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	ID	Parent ID	Side	Num Detections	Num Negative	Num Positive	Positive %	Num Positive per mm^2	Area µm^2	Perimeter µm
JKAY11.2g_TRAP_retr_RNAScope_A3_Scan1_[6997,31941]_component_data_merged_Region 3.ome.tif	349b2eff-f0a5-4b3d-9f43-113765cb08dc	1093	1093	987	Geometry	5102.4	5129	1093	987	0	0	0	0	NaN	0	1485219.7	7852.9
JKAY11.2g_TRAP_retr_RNAScope_A3_Scan1_[6997,31941]_component_data_merged_Region 3.ome.tif	29922b30-1a10-4415-9030-b8058cf74bbb	879	879	254	Geometry	5149.5	944.78	879	254	0	0	0	0	NaN	0	859620.6	8555.3
JKAY11.2g_TRAP_retr_RNAScope_A3_Scan1_[6997,31941]_component_data_merged_Region 3.ome.tif	1360c84d-a88f-4812-bb44-1b8aa9af8d5c	872	872	165	Geometry	4928.5	3134.4	872	165	0	3	3	0	0	0	163948.2	1750.8
JKAY11.2g_TRAP_retr_RNAScope_A3_Scan1_[6997,31941]_component_data_merged_Region 3.ome.tif	f5a98718-043f-4fc8-b575-e332edbcd220	78	78	752	Geometry	5660.3	4169.9	78	752	0	0	0	0	NaN	0	467525	4076.9
JKAY11.2g_TRAP_retr_RNAScope_A3_Scan1_[6997,31941]_component_data_merged_Region 3.ome.tif	9c73470e-14c9-4376-9438-fc7a6dcaed58	750	750	425	Geometry	5320.2	1231.3	750	425	0	0	0	0	NaN	0	59314.6	1494
JKAY11.2g_TRAP_retr_RNAScope_A3_Scan1_[6997,31941]_component_data_merged_Region 3.ome.tif	8c11850f-ccd0-48c4-97f8-e390d2ccba50	901	901	967	Geometry	5580.8	5110.1	901	967	0	0	0	0	NaN	0	475886	5036.9
JKAY11.2g_TRAP_retr_RNAScope_A3_Scan1_[6997,31941]_component_data_merged_Region 3.ome.tif	7e63d27d-eb6b-4f14-8e1d-ea1999082b99	52	52	918	Geometry	5547.3	2736.5	52	918	0	0	0	0	NaN	0	582802.1	7114.3
JKAY11.2g_TRAP_retr_RNAScope_A3_Scan1_[6997,31941]_component_data_merged_Region 3.ome.tif	48576a83-3244-46c7-956d-5f53ba3e5116	727	727	926	Geometry	5488.4	2675.9	727	926	0	0	0	0	NaN	0	2425697.5	10563.7
JKAY11.2g_TRAP_retr_RNAScope_A3_Scan1_[6997,31941]_component_data_merged_Region 3.ome.tif	645b9544-788f-44dd-903a-e26163c022be	948	948	933	Geometry	5248.1	3606.7	948	933	0	0	0	0	NaN	0	1700977	27555.5
JKAY11.2g_TRAP_retr_RNAScope_A3_Scan1_[6997,31941]_component_data_merged_Region 3.ome.tif	0885c756-269e-4b80-a96c-28850d359432	128	128	323	Geometry	4906.7	3456.2	128	323	0	2	2	0	0	0	732187.4	10443.9
JKAY11.2g_TRAP_retr_RNAScope_A3_Scan1_[6997,31941]_component_data_merged_Region 3.ome.tif	96177aa1-63ed-42e9-8114-b99d6f887905	dlPAG-r		Image	Polygon	5199.2	2135.5	NaN	NaN	NaN	165	144	21	12.73	124.22	169060.7	1917.4
JKAY11.2g_TRAP_retr_RNAScope_A3_Scan1_[6997,31941]_component_data_merged_Region 3.ome.tif	03ec95ad-6eea-4ea7-8733-2318ac3817ef	997	997	Image	Geometry	5242.3	2909.2	997	NaN	0	2714	2164	550	20.27	12.77	43069784.8	46489.4
JKAY11.2g_TRAP_retr_RNAScope_A3_Scan1_[6997,31941]_component_data_merged_Region 3.ome.tif	b474ccd7-6faf-41a9-9611-eb372c1cb06d	593	593	385	Geometry	5283.2	401.27	593	385	0	0	0	0	NaN	0	676221.1	11154.9
JKAY11.2g_TRAP_retr_RNAScope_A3_Scan1_[6997,31941]_component_data_merged_Region 3.ome.tif	e150f7b2-3642-427f-b458-fb2ee9ee22ab	967	967	1009	Geometry	5295	4008	967	1009	0	0	0	0	NaN	0	2336089.4	34657.2
JKAY11.2g_TRAP_retr_RNAScope_A3_Scan1_[6997,31941]_component_data_merged_Region 3.ome.tif	01b340ab-e1b8-4e31-b1c0-57eac828d690	771	771	1065	Geometry	5247.9	4648.8	771	1065	0	0	0	0	NaN	0	9138666.7	37545.1
JKAY11.2g_TRAP_retr_RNAScope_A3_Scan1_[6997,31941]_component_data_merged_Region 3.ome.tif	3a92efaa-0cfe-49fc-b042-67fa349e4c06	867	867	1132	Geometry	5307.5	3782.9	867	1132	0	0	0	0	NaN	0	309660.6	3171.6
JKAY11.2g_TRAP_retr_RNAScope_A3_Scan1_[6997,31941]_component_data_merged_Region 3.ome.tif	8ac50231-dec0-4778-805f-05051040b7f8	842	842	302	Geometry	4831.5	658.53	842	302	0	0	0	0	NaN	0	628414.6	6490.1
JKAY11.2g_TRAP_retr_RNAScope_A3_Scan1_[6997,31941]_component_data_merged_Region 3.ome.tif	189aaf37-ec56-43e8-98b5-cf96b64ba069	933	933	967	Geometry	5248.1	3606.7	933	967	0	0	0	0	NaN	0	1700977	27555.5
JKAY11.2g_TRAP_retr_RNAScope_A3_Scan1_[6997,31941]_component_data_merged_Region 3.ome.tif	d3d90852-8a3b-44d1-bcd2-a1f730dc929c	339	339	313	Geometry	5034.6	1451.6	339	313	0	0	0	0	NaN	0	2927679.4	14417.8
