Image	Object ID	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	ID	Parent ID	Side	Num Detections	Num Negative	Num Positive	Positive %	Num Positive per mm^2	Area µm^2	Perimeter µm
JKAY11.2g_TRAP_retr_RNAScope_A1_Scan1_[5728,30676]_component_data_merged_Region 1.ome.tif	8f5b9ef6-f4e2-47b1-afb8-ebf08dfa435f	469	469	533	Geometry	5480.6	1359.4	469	533	0	0	0	0	NaN	0	58.99	52.53
JKAY11.2g_TRAP_retr_RNAScope_A1_Scan1_[5728,30676]_component_data_merged_Region 1.ome.tif	f3759f42-4632-47d7-a2ed-795a350d787d	593	593	385	Geometry	4990.4	965.75	593	385	0	0	0	0	NaN	0	392569.1	7939.5
JKAY11.2g_TRAP_retr_RNAScope_A1_Scan1_[5728,30676]_component_data_merged_Region 1.ome.tif	a771eb2f-bb41-4688-abf1-6f71d2b882da	565	565	533	Geometry	4991.6	1030	565	533	0	0	0	0	NaN	0	85523.7	1743.9
JKAY11.2g_TRAP_retr_RNAScope_A1_Scan1_[5728,30676]_component_data_merged_Region 1.ome.tif	c73765b5-bd6a-4086-89f9-2d041f382c56	165	165	348	Geometry	5698	4915.6	165	348	0	0	0	0	NaN	0	526849.4	4097.6
JKAY11.2g_TRAP_retr_RNAScope_A1_Scan1_[5728,30676]_component_data_merged_Region 1.ome.tif	6e460d66-aa61-4099-b57f-725e4bf537a8	743	743	926	Geometry	5620.9	5625.4	743	926	0	0	0	0	NaN	0	112270.5	2642.6
JKAY11.2g_TRAP_retr_RNAScope_A1_Scan1_[5728,30676]_component_data_merged_Region 1.ome.tif	cf3c897a-a261-48dd-91dd-a6cb99ec9b08	540	540	922	Geometry	5662.8	4048.9	540	922	0	0	0	0	NaN	0	62086	1713.3
JKAY11.2g_TRAP_retr_RNAScope_A1_Scan1_[5728,30676]_component_data_merged_Region 1.ome.tif	8a398c5f-c1f0-4ccf-834a-6d5878bf8bc6	692	692	922	Geometry	5672.3	3970	692	922	0	0	0	0	NaN	0	82273.8	1933.7
JKAY11.2g_TRAP_retr_RNAScope_A1_Scan1_[5728,30676]_component_data_merged_Region 1.ome.tif	aae02504-65cc-4ad8-9ba9-20d7f5edec11	dlPAG-r		Image	Polygon	5722.7	2957.4	NaN	NaN	NaN	40	40	0	0	0	138293.2	1677.3
JKAY11.2g_TRAP_retr_RNAScope_A1_Scan1_[5728,30676]_component_data_merged_Region 1.ome.tif	ec3036bc-0086-4371-a5c2-c87df57bbe89	663	663	647	Geometry	5504.8	6193.3	663	647	0	0	0	0	NaN	0	119883	2300.5
JKAY11.2g_TRAP_retr_RNAScope_A1_Scan1_[5728,30676]_component_data_merged_Region 1.ome.tif	94ed3b58-2997-4158-9b4f-3a6ff0b498df	1129	1129	343	Geometry	5623.6	3476.1	1129	343	0	0	0	0	NaN	0	234465.8	3150.2
JKAY11.2g_TRAP_retr_RNAScope_A1_Scan1_[5728,30676]_component_data_merged_Region 1.ome.tif	0bffbcca-91a1-4683-9da4-a158118fd381	698	698	695	Geometry	5504.8	6193.3	698	695	0	0	0	0	NaN	0	119883	2300.5
JKAY11.2g_TRAP_retr_RNAScope_A1_Scan1_[5728,30676]_component_data_merged_Region 1.ome.tif	79ce7cab-4411-449e-85c8-ed8ee3d038d5	786	786	541	Geometry	5470	2930.7	786	541	0	0	0	0	NaN	0	77571.5	4918.9
JKAY11.2g_TRAP_retr_RNAScope_A1_Scan1_[5728,30676]_component_data_merged_Region 1.ome.tif	64ddff46-0555-4d86-b6a9-a392c0239bc6	46	46	824	Geometry	5729.9	4266.8	46	824	0	0	0	0	NaN	0	40079.1	1740.6
JKAY11.2g_TRAP_retr_RNAScope_A1_Scan1_[5728,30676]_component_data_merged_Region 1.ome.tif	1dd44408-df0f-454a-a589-66850f7cb2ba	434	434	879	Geometry	4988.2	846.14	434	879	0	0	0	0	NaN	0	142456.6	2739.4
JKAY11.2g_TRAP_retr_RNAScope_A1_Scan1_[5728,30676]_component_data_merged_Region 1.ome.tif	4b4a43a7-0a6c-4d3b-9c88-c1364065c1c9	926	926	909	Geometry	5572.7	5851.2	926	909	0	0	0	0	NaN	0	1238793.7	7582.1
JKAY11.2g_TRAP_retr_RNAScope_A1_Scan1_[5728,30676]_component_data_merged_Region 1.ome.tif	bf0a18a5-13ff-41be-ae05-11c8b7aa3c49	681	681	46	Geometry	5729.9	4266.8	681	46	0	0	0	0	NaN	0	40079.1	1740.6
JKAY11.2g_TRAP_retr_RNAScope_A1_Scan1_[5728,30676]_component_data_merged_Region 1.ome.tif	f0f73301-37b5-4bf7-bb0e-f3605a19cb41	100	100	165	Geometry	5667.9	5218.7	100	165	0	0	0	0	NaN	0	285486.6	1972.2
JKAY11.2g_TRAP_retr_RNAScope_A1_Scan1_[5728,30676]_component_data_merged_Region 1.ome.tif	5b1376b4-d119-45f1-8638-238e9bfb5aed	10704	10704	726	Geometry	5766.6	4258.8	10704	726	0	0	0	0	NaN	0	888926	7921.5
JKAY11.2g_TRAP_retr_RNAScope_A1_Scan1_[5728,30676]_component_data_merged_Region 1.ome.tif	14c7fcf7-284c-4101-88e6-c51d2ba38f85	1060	1060	877	Geometry	5738.4	4238.9	1060	877	0	0	0	0	NaN	0	18377.9	903.43
JKAY11.2g_TRAP_retr_RNAScope_A1_Scan1_[5728,30676]_component_data_merged_Region 1.ome.tif	61e78199-44f8-4891-9b59-6bbf61ae8603	289	289	541	Geometry	5458.5	2851.5	289	541	0	0	0	0	NaN	0	660827.2	6715
JKAY11.2g_TRAP_retr_RNAScope_A1_Scan1_[5728,30676]_component_data_merged_Region 1.ome.tif	e5b1e504-4414-4ae8-9fdc-473952a357ef	752	752	960	Geometry	5571.3	5976.6	752	960	0	0	0	0	NaN	0	597235.2	5826.2
JKAY11.2g_TRAP_retr_RNAScope_A1_Scan1_[5728,30676]_component_data_merged_Region 1.ome.tif	1f0c5677-564d-4e7d-a5e2-7921ad1d7230	93	93	901	Geometry	5592.6	5899.5	93	901	0	0	0	0	NaN	0	86629.6	2096.5
JKAY11.2g_TRAP_retr_RNAScope_A1_Scan1_[5728,30676]_component_data_merged_Region 1.ome.tif	a2699e4b-6fb2-4bb2-a972-9b6eaafb6bec	1099	1099	768	Geometry	5237.5	2562.8	1099	768	0	0	0	0	NaN	0	517292.8	22047.3
JKAY11.2g_TRAP_retr_RNAScope_A1_Scan1_[5728,30676]_component_data_merged_Region 1.ome.tif	5c03abc4-d0a5-4bd0-9d8d-c26875f87ee9	834	834	302	Geometry	5032.1	1663.8	834	302	0	0	0	0	NaN	0	167737.5	7949
JKAY11.2g_TRAP_retr_RNAScope_A1_Scan1_[5728,30676]_component_data_merged_Region 1.ome.tif	6c5d32a2-7d35-4020-a0a2-c0a11600d651	257	257	533	Geometry	4998.2	1220.8	257	533	0	0	0	0	NaN	0	27615.3	1320.3
JKAY11.2g_TRAP_retr_RNAScope_A1_Scan1_[5728,30676]_component_data_merged_Region 1.ome.tif	8648dbd2-f422-49d1-98ab-364e1ad13f1a	343	343	8	Geometry	5478.7	3825.3	343	8	0	1907	1556	351	18.41	21.94	16001318.7	37868.1
JKAY11.2g_TRAP_retr_RNAScope_A1_Scan1_[5728,30676]_component_data_merged_Region 1.ome.tif	ba272edf-2b0e-4b7c-98bd-a05381ab72e5	778	778	385	Geometry	5021.6	1401.5	778	385	0	0	0	0	NaN	0	696200.5	7705
JKAY11.2g_TRAP_retr_RNAScope_A1_Scan1_[5728,30676]_component_data_merged_Region 1.ome.tif	fc1ac66f-c239-4512-ad72-097c3613ae51	482	482	948	Geometry	5503.9	3135	482	948	0	0	0	0	NaN	0	93551.3	2487.9
JKAY11.2g_TRAP_retr_RNAScope_A1_Scan1_[5728,30676]_component_data_merged_Region 1.ome.tif	3027e9ba-b020-4907-b402-3a059e17e6f2	906	906	894	Geometry	5001.4	1181.6	906	894	0	0	0	0	NaN	0	71051	2337.8
JKAY11.2g_TRAP_retr_RNAScope_A1_Scan1_[5728,30676]_component_data_merged_Region 1.ome.tif	9349eae0-0e64-4851-ae33-596e917c411a	323	323	313	Geometry	5440.9	3372.6	323	313	0	1904	1555	349	18.33	38.1	9159865.9	27863.1
JKAY11.2g_TRAP_retr_RNAScope_A1_Scan1_[5728,30676]_component_data_merged_Region 1.ome.tif	69cfe198-67c5-43df-bb4e-e88374ae051f	622	622	886	Geometry	5006.7	1418.8	622	886	0	0	0	0	NaN	0	1102	213.61
JKAY11.2g_TRAP_retr_RNAScope_A1_Scan1_[5728,30676]_component_data_merged_Region 1.ome.tif	70a17070-0ce7-4766-9537-86654bd7c17d	dlPAG-l		Image	Polygon	5003.1	3123.2	NaN	NaN	NaN	58	57	1	1.724	5.759	173626.7	1955.3
JKAY11.2g_TRAP_retr_RNAScope_A1_Scan1_[5728,30676]_component_data_merged_Region 1.ome.tif	4512d4ed-1021-439a-a612-4693699b8d17	313	313	343	Geometry	5461.4	3465.2	313	343	0	1907	1556	351	18.41	26.39	13298665.4	27622.8
JKAY11.2g_TRAP_retr_RNAScope_A1_Scan1_[5728,30676]_component_data_merged_Region 1.ome.tif	bc166ac8-82bc-4be4-9c4a-2d65fc3eeb17	631	631	698	Geometry	5504.8	6193.3	631	698	0	0	0	0	NaN	0	119883	2300.5
JKAY11.2g_TRAP_retr_RNAScope_A1_Scan1_[5728,30676]_component_data_merged_Region 1.ome.tif	ab262378-77f3-4a35-8b6f-7561feb0da46	197	197	165	Geometry	5712.4	4068	197	165	0	0	0	0	NaN	0	30606.7	797.75
JKAY11.2g_TRAP_retr_RNAScope_A1_Scan1_[5728,30676]_component_data_merged_Region 1.ome.tif	0a180dcf-86b1-4aeb-9381-76e307c425cb	877	877	1000	Geometry	5724.2	4391.2	877	1000	0	0	0	0	NaN	0	105624.8	3367.8
JKAY11.2g_TRAP_retr_RNAScope_A1_Scan1_[5728,30676]_component_data_merged_Region 1.ome.tif	ec8bd1e7-8ec0-414e-b704-982b0b34fb88	669	669	315	Geometry	5057.1	1424.4	669	315	0	0	0	0	NaN	0	4426900.1	14159.8
JKAY11.2g_TRAP_retr_RNAScope_A1_Scan1_[5728,30676]_component_data_merged_Region 1.ome.tif	1dec52a6-edbb-4a04-a9a3-7e835415c175	1088	1088	475	Geometry	5651.7	3584.4	1088	475	0	0	0	0	NaN	0	13623.2	1036.6
