Image	Object ID	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	ID	Side	Parent ID	Num Detections	Num Negative	Num Positive	Positive %	Num Positive per mm^2	Area µm^2	Perimeter µm
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 3.ome.tif	a5d85494-1dc6-4389-bee8-17f09ae906d3	root	root	Image	Geometry	4434	3290.4	997	0	NaN	1146	655	491	42.84	14.79	33203912.5	37146.6
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 3.ome.tif	3688bd26-4664-4402-b1fc-6e77931366b3	grey	grey	root	Geometry	4428.8	3183.5	8	0	997	1141	651	490	42.94	16.65	29421987.5	81841.4
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 3.ome.tif	3689e33f-a5cb-4722-b52b-59885e520b2f	CB	CB	grey	Geometry	1947.3	2554.6	512	0	8	0	0	0	NaN	0	3211262.4	14996.7
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 3.ome.tif	70cfa274-aa4a-4771-afd0-e35df1d49d3e	CBX	CBX	CB	Geometry	1829.1	2460.2	528	0	512	0	0	0	NaN	0	2910012.3	10900.3
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 3.ome.tif	79b2bd30-bf75-47ce-a5f8-ff29a638ede0	HEM	HEM	CBX	Geometry	1720.9	2319.8	1073	0	528	0	0	0	NaN	0	2129415.1	9712
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 3.ome.tif	08726a17-c9cb-42b1-b5d3-182cb12fc195	PFL	PFL	HEM	Geometry	1507.7	3307	1041	0	1073	0	0	0	NaN	0	14332.8	600.24
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 3.ome.tif	d4d69b6f-823d-4d39-bad1-296fe41404ab	FL	FL	HEM	Geometry	1458.3	3872.1	1049	0	1073	0	0	0	NaN	0	468993	2868
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 3.ome.tif	15b39731-b2d4-4ecb-b251-a40c7b831fd4	SIM	SIM	HEM	Geometry	1797.7	1869	1007	0	1073	0	0	0	NaN	0	1646089.8	6659.1
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 3.ome.tif	0b1e9d78-a058-4de1-b3c7-479fb6f71052	VERM	VERM	CBX	Geometry	2124.2	2843.5	645	0	528	0	0	0	NaN	0	780597.3	3807.8
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 3.ome.tif	25910ba6-ae4f-4407-8d1f-4c5f57baf703	CUL	CUL	VERM	Geometry	2124.2	2843.5	928	0	645	0	0	0	NaN	0	780597.3	3807.8
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 3.ome.tif	d6839b28-4388-4604-904f-9ff6067c2c5f	CUL4, 5	CUL4, 5	CUL	Geometry	2124.2	2843.5	1091	0	928	0	0	0	NaN	0	780597.3	3807.8
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 3.ome.tif	7add5f29-d781-4f46-8c07-b2c3487008eb	CH	CH	grey	Geometry	6998	2680.7	567	0	8	0	0	0	NaN	0	5725504.7	14219.8
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 3.ome.tif	9d789e17-8349-4f1c-8400-856fcd5702f7	CTX	CTX	CH	Geometry	6998	2680.7	688	0	567	0	0	0	NaN	0	5725504.7	14219.8
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 3.ome.tif	3dad29df-b02f-42d1-8762-b5d40bc533e8	CTXpl	CTXpl	CTX	Geometry	6998	2680.7	695	0	688	0	0	0	NaN	0	5725504.7	14219.8
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 3.ome.tif	6e662e5a-bf40-4ea1-91a9-6f3f9bc0ab5d	Isocortex	Isocortex	CTXpl	Geometry	7452.7	1303.8	315	0	695	0	0	0	NaN	0	790844.8	4968.3
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 3.ome.tif	9cfa0b9d-b3fd-43c1-9812-8cdd7d3fb2eb	VIS	VIS	Isocortex	Geometry	7473.1	1310.1	669	0	315	0	0	0	NaN	0	766839.4	5069.2
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 3.ome.tif	de4bb573-7869-4cff-9c4a-ec0a5e9d6e0a	VISpor	VISpor	VIS	Geometry	8205.2	1654.8	312782628	0	669	0	0	0	NaN	0	128307.3	1770.6
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 3.ome.tif	7dd40c1e-1d86-425a-95aa-b12337a0747b	VISpor2/3	VISpor2/3	VISpor	Geometry	8114.2	1661.2	312782636	0	312782628	0	0	0	NaN	0	43599.9	1204.6
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 3.ome.tif	0e9146e9-8474-4a81-b6f7-9140f4eb7063	VISpor1	VISpor1	VISpor	Geometry	8252.2	1651.6	312782632	0	312782628	0	0	0	NaN	0	84707.6	1622.3
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 3.ome.tif	291a6466-86c9-426a-9c76-b2279a4f783c	VISp	VISp	VIS	Geometry	7072	983.06	385	0	669	0	0	0	NaN	0	138409.7	1873.6
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 3.ome.tif	8ff6e52f-702f-4f99-8936-a138db790dc5	VISp1	VISp1	VISp	Geometry	7072	983.06	593	0	385	0	0	0	NaN	0	138409.7	1873.6
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 3.ome.tif	35d1fddf-78bc-40de-a00f-25c1223081ca	VISpl	VISpl	VIS	Geometry	7396.5	1312.5	425	0	669	0	0	0	NaN	0	500123.2	3485.6
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 3.ome.tif	5f0ea7d1-0014-4fbb-9cf5-81f56abfffbd	VISpl2/3	VISpl2/3	VISpl	Geometry	7469	1371.2	269	0	425	0	0	0	NaN	0	240635.2	2474.4
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 3.ome.tif	65868592-6f41-4251-81de-939cf1673e29	VISpl1	VISpl1	VISpl	Geometry	7329	1257.8	750	0	425	0	0	0	NaN	0	259486.3	3952.4
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 3.ome.tif	63154aac-f74f-40c5-9515-a77c1e7b2874	RSP	RSP	Isocortex	Geometry	6801	1103.2	254	0	315	0	0	0	NaN	0	24005.1	833
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 3.ome.tif	50a77260-b2cf-4bf4-927a-f3df0af3e731	RSPagl	RSPagl	RSP	Geometry	6801	1103.2	894	0	254	0	0	0	NaN	0	24005.1	833
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 3.ome.tif	43f43b4e-84e5-42c7-9153-6901c661c580	RSPagl1	RSPagl1	RSPagl	Geometry	6801	1103.2	671	0	894	0	0	0	NaN	0	24005.1	833
