Image	Object ID	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	ID	Side	Parent ID	Num Detections	Num Negative	Num Positive	Positive %	Num Positive per mm^2	Area µm^2	Perimeter µm
JKBY11.1b_A3_Scan1.qptiff - resolution #1_Region 4.ome.tif	6ac98d75-6cdb-4d70-8cb5-352e753069d4	root	root	Image	Geometry	4833.1	3339.9	997	0	NaN	2053	1304	749	36.48	19.01	39407582.2	45102.5
JKBY11.1b_A3_Scan1.qptiff - resolution #1_Region 4.ome.tif	428211ef-6f58-469d-84be-5e8cb6338c5f	grey	grey	root	Geometry	4867.7	3214.9	8	0	997	2052	1303	749	36.5	20.93	35786234.1	85208.4
JKBY11.1b_A3_Scan1.qptiff - resolution #1_Region 4.ome.tif	06211061-1d77-453e-a00b-74e7e7b9d3e2	CB	CB	grey	Geometry	4659.6	5298.7	512	0	8	0	0	0	NaN	0	100612	4548.3
JKBY11.1b_A3_Scan1.qptiff - resolution #1_Region 4.ome.tif	53da2006-250d-4cc4-a517-130578a20d28	CH	CH	grey	Geometry	5237.7	3139.2	567	0	8	0	0	0	NaN	0	17975607.3	37882.7
JKBY11.1b_A3_Scan1.qptiff - resolution #1_Region 4.ome.tif	ec7623bf-1a9c-4316-b304-bbd3c7dc3a50	CTX	CTX	CH	Geometry	5237.7	3139.2	688	0	567	0	0	0	NaN	0	17975607.3	37882.7
JKBY11.1b_A3_Scan1.qptiff - resolution #1_Region 4.ome.tif	5cc76428-25ac-4164-b42a-3b3e4ccfa27f	CTXpl	CTXpl	CTX	Geometry	5237.7	3139.2	695	0	688	0	0	0	NaN	0	17975607.3	37882.7
JKBY11.1b_A3_Scan1.qptiff - resolution #1_Region 4.ome.tif	722784e7-66e3-4224-bb51-fc7c043318cf	Isocortex	Isocortex	CTXpl	Geometry	6099.2	1677.4	315	0	695	0	0	0	NaN	0	5409330.2	16763.1
JKBY11.1b_A3_Scan1.qptiff - resolution #1_Region 4.ome.tif	664e9163-d172-438a-b820-7a7f6bcf04a3	TEa	TEa	Isocortex	Geometry	8757.1	3872.1	541	0	315	0	0	0	NaN	0	35123.2	978.58
JKBY11.1b_A3_Scan1.qptiff - resolution #1_Region 4.ome.tif	305693e7-5148-4ecc-9c58-e370b48f4b2f	TEa1	TEa1	TEa	Geometry	8768.5	3870.7	97	0	541	0	0	0	NaN	0	30552.1	875.96
JKBY11.1b_A3_Scan1.qptiff - resolution #1_Region 4.ome.tif	a7bde4e1-e192-4e69-acf8-2b6d0efc29b7	TEa2/3	TEa2/3	TEa	Geometry	8680.9	3881.8	1127	0	541	0	0	0	NaN	0	4571.2	381.68
JKBY11.1b_A3_Scan1.qptiff - resolution #1_Region 4.ome.tif	f5799639-d01b-4763-9b1e-aa7e003aaf67	ECT	ECT	Isocortex	Geometry	8634.1	4132.5	895	0	315	0	0	0	NaN	0	109030.5	1942.7
JKBY11.1b_A3_Scan1.qptiff - resolution #1_Region 4.ome.tif	e5962ac8-82a1-42e2-99a3-67e6fddb4da9	ECT1	ECT1	ECT	Geometry	8707.2	4198	836	0	895	0	0	0	NaN	0	51000.8	1172.4
JKBY11.1b_A3_Scan1.qptiff - resolution #1_Region 4.ome.tif	df1f85b7-2c24-4401-9ced-18184f1fa87a	ECT2/3	ECT2/3	ECT	Geometry	8575.4	4075.1	427	0	895	0	0	0	NaN	0	56637.3	1238.1
JKBY11.1b_A3_Scan1.qptiff - resolution #1_Region 4.ome.tif	19c75294-ffdb-42f7-ae8b-2d24f50dbcc9	ECT5	ECT5	ECT	Geometry	8369.6	4067.2	988	0	895	0	0	0	NaN	0	1392.8	252.22
JKBY11.1b_A3_Scan1.qptiff - resolution #1_Region 4.ome.tif	ecced016-d988-429a-bd3e-5305485ed3f7	PERI	PERI	Isocortex	Geometry	8453.6	4329	922	0	315	0	0	0	NaN	0	131437.4	1863.2
JKBY11.1b_A3_Scan1.qptiff - resolution #1_Region 4.ome.tif	e325c11d-d2e8-402e-82d1-ca89d03c14ff	PERI1	PERI1	PERI	Geometry	8555.6	4474.9	540	0	922	0	0	0	NaN	0	36806.5	973.92
JKBY11.1b_A3_Scan1.qptiff - resolution #1_Region 4.ome.tif	cfb0eb07-3b65-447b-b6a1-010527a816bc	PERI2/3	PERI2/3	PERI	Geometry	8447	4307	888	0	922	0	0	0	NaN	0	70233	1347.6
JKBY11.1b_A3_Scan1.qptiff - resolution #1_Region 4.ome.tif	f924e0c6-4fa1-4f46-b7ec-b4300876785e	PERI5	PERI5	PERI	Geometry	8317.3	4170.4	692	0	922	0	0	0	NaN	0	24397.7	742.74
JKBY11.1b_A3_Scan1.qptiff - resolution #1_Region 4.ome.tif	8f7ad60f-ad33-48ad-a345-f0e64eaa62c0	VIS	VIS	Isocortex	Geometry	6117.1	1679.5	669	0	315	0	0	0	NaN	0	4083600.1	15719.8
JKBY11.1b_A3_Scan1.qptiff - resolution #1_Region 4.ome.tif	e2857ca2-bf23-405a-aa13-dcc129c0f047	VISli	VISli	VIS	Geometry	8451.5	2736.2	312782574	0	669	0	0	0	NaN	0	52023.7	1182
JKBY11.1b_A3_Scan1.qptiff - resolution #1_Region 4.ome.tif	4190bbdc-29f3-43f3-9754-64c1b3e67242	VISli2/3	VISli2/3	VISli	Geometry	8391.4	2741.6	312782582	0	312782574	0	0	0	NaN	0	24461.6	788.61
JKBY11.1b_A3_Scan1.qptiff - resolution #1_Region 4.ome.tif	31f851d9-7a09-4a62-860a-8282cb6295c7	VISli1	VISli1	VISli	Geometry	8504.5	2731.2	312782578	0	312782574	0	0	0	NaN	0	27562.2	894.51
JKBY11.1b_A3_Scan1.qptiff - resolution #1_Region 4.ome.tif	3ff2ea67-21df-4490-9903-d2420f2b4293	VISpor	VISpor	VIS	Geometry	6957.8	2820.4	312782628	0	669	0	0	0	NaN	0	1182801.1	6686.3
JKBY11.1b_A3_Scan1.qptiff - resolution #1_Region 4.ome.tif	72183ad8-8126-4e24-a288-2eca05e600e0	VISpor2/3	VISpor2/3	VISpor	Geometry	6227.4	2493.2	312782636	0	312782628	0	0	0	NaN	0	364250.6	5142.8
