Image	Object ID	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	ID	Side	Parent ID	Num Detections	Num Negative	Num Positive	Positive %	Num Positive per mm^2	Area µm^2	Perimeter µm
JKBY11.1b_A3_Scan1.qptiff - resolution #1_Region 3.ome.tif	53d220ad-5beb-457f-aac4-38d7cb9365f8	root	root	Image	Geometry	5146.8	3043.3	997	0	NaN	2649	1254	1395	52.66	32.76	42579313.1	44507
JKBY11.1b_A3_Scan1.qptiff - resolution #1_Region 3.ome.tif	6a47268a-ac56-4697-9961-f580afd47b7a	grey	grey	root	Geometry	5157.9	2924.1	8	0	997	2649	1254	1395	52.66	36.17	38563802.9	87100.2
JKBY11.1b_A3_Scan1.qptiff - resolution #1_Region 3.ome.tif	732d9cf0-0f71-4674-8cfb-651de2ff0821	CB	CB	grey	Geometry	5564.3	4798.2	512	0	8	0	0	0	NaN	0	105942.3	4415.8
JKBY11.1b_A3_Scan1.qptiff - resolution #1_Region 3.ome.tif	1c646ba1-54ef-4de3-b8c4-8468b390af33	CH	CH	grey	Geometry	5299	2758.3	567	0	8	0	0	0	NaN	0	19619681.3	39624.6
JKBY11.1b_A3_Scan1.qptiff - resolution #1_Region 3.ome.tif	fade76c5-25f1-441c-8bdc-5b9734075b59	CTX	CTX	CH	Geometry	5299	2758.3	688	0	567	0	0	0	NaN	0	19619681.3	39624.6
JKBY11.1b_A3_Scan1.qptiff - resolution #1_Region 3.ome.tif	6c96bd24-00a8-49b9-b3fc-16e6552e17b3	CTXpl	CTXpl	CTX	Geometry	5299	2758.3	695	0	688	0	0	0	NaN	0	19619681.3	39624.6
JKBY11.1b_A3_Scan1.qptiff - resolution #1_Region 3.ome.tif	56064c8c-c42c-4cec-a527-64bbf7ceb35c	Isocortex	Isocortex	CTXpl	Geometry	6026.2	1246	315	0	695	0	0	0	NaN	0	6063333.9	18296.6
JKBY11.1b_A3_Scan1.qptiff - resolution #1_Region 3.ome.tif	7802cc8d-2e2f-407f-a551-beb92935003e	TEa	TEa	Isocortex	Geometry	9778.1	2330.5	541	0	315	0	0	0	NaN	0	99644.2	1632
JKBY11.1b_A3_Scan1.qptiff - resolution #1_Region 3.ome.tif	534edc6d-96a8-491d-98da-dec28d6535eb	TEa1	TEa1	TEa	Geometry	9833.8	2310.7	97	0	541	0	0	0	NaN	0	58860.1	1292.2
JKBY11.1b_A3_Scan1.qptiff - resolution #1_Region 3.ome.tif	4ebf302a-ac16-48ca-a3ca-3f620bd56845	TEa2/3	TEa2/3	TEa	Geometry	9698.9	2358.5	1127	0	541	0	0	0	NaN	0	40447.2	995.02
JKBY11.1b_A3_Scan1.qptiff - resolution #1_Region 3.ome.tif	b969d99b-f0eb-4837-a52b-b802f6c16b6a	TEa4	TEa4	TEa	Geometry	9566.8	2427.7	234	0	541	0	0	0	NaN	0	336.9	74.13
JKBY11.1b_A3_Scan1.qptiff - resolution #1_Region 3.ome.tif	370ea6ca-a025-4f66-8f5a-4906cde6695f	ECT	ECT	Isocortex	Geometry	9636.1	2647.4	895	0	315	0	0	0	NaN	0	173724.9	3244.2
JKBY11.1b_A3_Scan1.qptiff - resolution #1_Region 3.ome.tif	049b49bd-cdec-4f07-951d-7207c3e4f4aa	ECT1	ECT1	ECT	Geometry	9847.4	2711.8	836	0	895	0	0	0	NaN	0	45780.3	1105.4
JKBY11.1b_A3_Scan1.qptiff - resolution #1_Region 3.ome.tif	c8c7ba18-f417-4d43-be51-eed2d5dcbe82	ECT2/3	ECT2/3	ECT	Geometry	9662.7	2605.9	427	0	895	0	0	0	NaN	0	79852.6	1238.4
JKBY11.1b_A3_Scan1.qptiff - resolution #1_Region 3.ome.tif	0a0a0d84-9e98-496d-b104-21010a6932ac	ECT6a	ECT6a	ECT	Geometry	9232.8	2729.5	977	0	895	0	0	0	NaN	0	7312.9	791.72
