Image	Object ID	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	ID	Side	Parent ID	Num Detections	Num Negative	Num Positive	Positive %	Num Positive per mm^2	Area µm^2	Perimeter µm
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 1.ome.tif	d7815e1e-babd-4f56-b9d1-c0fa4eb01170	root	root	Image	Geometry	4399.7	3307.5	997	0	NaN	3542	2458	1084	30.6	30.61	35416905.3	43945.6
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 1.ome.tif	5becb0ee-52ab-46af-8e1f-0e80ecc03691	grey	grey	root	Geometry	4447.7	3228.6	8	0	997	3532	2449	1083	30.66	34.81	31112722.1	86987.8
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 1.ome.tif	431aa759-493b-4d34-99df-4c76bbb49d1e	CB	CB	grey	Geometry	2299.9	3774.3	512	0	8	0	0	0	NaN	0	314351.9	9861.2
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 1.ome.tif	7037cd49-6e1a-4a95-bd30-8e072fa956de	CBX	CBX	CB	Geometry	1488.4	3375.9	528	0	512	0	0	0	NaN	0	133563.5	4184.2
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 1.ome.tif	b6a79d5b-5b9a-46c5-bda7-852c840259ed	HEM	HEM	CBX	Geometry	1423.2	3449.9	1073	0	528	0	0	0	NaN	0	95557.8	2663.9
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 1.ome.tif	7053e504-db98-4755-a476-735e5b231a8a	FL	FL	HEM	Geometry	1334.5	3959	1049	0	1073	0	0	0	NaN	0	56077.9	1047.8
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 1.ome.tif	a360d043-f645-4cf1-ad57-63c99b736cae	SIM	SIM	HEM	Geometry	1549.3	2726.7	1007	0	1073	0	0	0	NaN	0	39479.9	1616.1
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 1.ome.tif	47848d4d-51d7-403a-8963-349373ab034a	VERM	VERM	CBX	Geometry	1652.4	3189.8	645	0	528	0	0	0	NaN	0	38005.8	1520.3
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 1.ome.tif	cfadb664-9851-481f-9573-1e006c8f3e85	CUL	CUL	VERM	Geometry	1652.4	3189.8	928	0	645	0	0	0	NaN	0	38005.8	1520.3
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 1.ome.tif	a8a1a032-994a-427f-a5a6-4d8f7a9c98d7	CUL4, 5	CUL4, 5	CUL	Geometry	1652.4	3189.8	1091	0	928	0	0	0	NaN	0	38005.8	1520.3
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 1.ome.tif	1cbb5148-a53e-4155-8366-c8bb9eb9e268	CH	CH	grey	Geometry	5467.3	2998.1	567	0	8	0	0	0	NaN	0	10654026.3	21120.9
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 1.ome.tif	5ffdb608-2139-4778-9155-fa7be5ba2aaf	CTX	CTX	CH	Geometry	5467.3	2998.1	688	0	567	0	0	0	NaN	0	10654026.3	21120.9
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 1.ome.tif	bb49975c-e49d-4c44-bb58-5d3fd20b2a54	CTXpl	CTXpl	CTX	Geometry	5467.3	2998.1	695	0	688	0	0	0	NaN	0	10654026.3	21120.9
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 1.ome.tif	99aea5e7-3207-40ed-96d2-e674ee93758c	Isocortex	Isocortex	CTXpl	Geometry	6692.4	1646.9	315	0	695	0	0	0	NaN	0	2156160.1	9846.6
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 1.ome.tif	cb9228a3-8798-4697-9d08-8913712ba2aa	VIS	VIS	Isocortex	Geometry	6685.9	1676.5	669	0	315	0	0	0	NaN	0	1831974.3	10134.4
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 1.ome.tif	ab402261-d285-4b84-bfd3-e6be47b5e13d	VISpor	VISpor	VIS	Geometry	8414	2276.5	312782628	0	669	0	0	0	NaN	0	382671.8	2898
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 1.ome.tif	1dc90bcd-00eb-4b66-8a9b-7a20245b4198	VISpor2/3	VISpor2/3	VISpor	Geometry	8373.1	2279.8	312782636	0	312782628	0	0	0	NaN	0	188196.4	2105.1
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 1.ome.tif	b7170404-c7d5-4ab6-acc6-eb9ffdf05cdc	VISpor1	VISpor1	VISpor	Geometry	8562	2280.8	312782632	0	312782628	0	0	0	NaN	0	146300.4	2518.7
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 1.ome.tif	bf9525bd-2603-4a7d-b57f-2bea19860abe	VISpor5	VISpor5	VISpor	Geometry	8125.6	2252.9	312782644	0	312782628	0	0	0	NaN	0	48174.8	1188.6
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 1.ome.tif	bd651164-05d1-4cfd-9844-f2365589e321	VISp	VISp	VIS	Geometry	7184.9	1275.4	385	0	669	0	0	0	NaN	0	571604.8	4043.1
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 1.ome.tif	3e3e4d85-1406-4501-9e64-d52671f0d731	VISp5	VISp5	VISp	Geometry	7228.1	1622.7	778	0	385	0	0	0	NaN	0	49.5	29.22
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 1.ome.tif	3f5cb44a-52ef-4e17-8794-cf5ed0a9ebbd	VISp2/3	VISp2/3	VISp	Geometry	7277.9	1334.2	821	0	385	0	0	0	NaN	0	245726.6	2727.1
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 1.ome.tif	1427884a-3f8c-4fcb-88e9-f57ccbe35d2b	VISp1	VISp1	VISp	Geometry	7068.9	1151.5	593	0	385	0	0	0	NaN	0	255739.9	3911.9
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 1.ome.tif	6845cea9-ef26-4af3-84da-b5ff75c4167e	VISp4	VISp4	VISp	Geometry	7282.6	1521.5	721	0	385	0	0	0	NaN	0	70088.9	1332.6
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 1.ome.tif	4f06e20e-3b59-4687-9d8e-9000082cafcb	VISpl	VISpl	VIS	Geometry	5607.3	1676	425	0	669	0	0	0	NaN	0	877642.2	6590.6
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 1.ome.tif	478fb8fd-6abf-4e50-ad34-fc6aa9ee43b9	VISpl2/3	VISpl2/3	VISpl	Geometry	7740.2	1761.1	269	0	425	0	0	0	NaN	0	135084.1	2384.7
