Image	Object ID	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	ID	Parent ID	Side	Num Detections	Num Negative	Num Positive	Positive %	Num Positive per mm^2	Area µm^2	Perimeter µm
JKAY11.6c_TRAP_retr_RNAScope_A3_Scan1_[5186,33759]_component_data_merged_Region 3.ome.tif	a3000be3-7e14-438c-b7a2-6be6ae55326e	610	610	879	Geometry	2629.4	1098.4	610	879	0	0	0	0	NaN	0	65829.7	1673.1
JKAY11.6c_TRAP_retr_RNAScope_A3_Scan1_[5186,33759]_component_data_merged_Region 3.ome.tif	f6012a84-9a60-457d-817b-15e4ba3107c0	vlPAG-right		Image	Polygon	4808.4	3335.3	NaN	NaN	NaN	0	0	0	NaN	0	621723.9	3746.8
JKAY11.6c_TRAP_retr_RNAScope_A3_Scan1_[5186,33759]_component_data_merged_Region 3.ome.tif	4ab2b1a0-fc24-4d13-8dce-97882469196b	1073	1073	528	Geometry	6355.9	3746.2	1073	528	0	0	0	0	NaN	0	876449.9	6331.4
JKAY11.6c_TRAP_retr_RNAScope_A3_Scan1_[5186,33759]_component_data_merged_Region 3.ome.tif	17798992-31f3-48bd-877a-5e9a2ebe44eb	664	664	926	Geometry	1387.3	2742.1	664	926	0	0	0	0	NaN	0	503361.9	6053.2
JKAY11.6c_TRAP_retr_RNAScope_A3_Scan1_[5186,33759]_component_data_merged_Region 3.ome.tif	d27aba75-426f-4552-80a9-c2970015adcf	398	398	1132	Geometry	3964.7	5739	398	1132	0	0	0	0	NaN	0	708536	5782.2
JKAY11.6c_TRAP_retr_RNAScope_A3_Scan1_[5186,33759]_component_data_merged_Region 3.ome.tif	edf2aaa0-c524-45d2-8af5-4f8986a553da	879	879	254	Geometry	2969.7	1033.9	879	254	0	0	0	0	NaN	0	228643.4	3612.3
JKAY11.6c_TRAP_retr_RNAScope_A3_Scan1_[5186,33759]_component_data_merged_Region 3.ome.tif	57930258-247a-486b-accf-6be933a06c30	lPAG-left		Image	Polygon	3771.5	2668.5	NaN	NaN	NaN	578	396	182	31.49	536.28	339372.2	NaN
JKAY11.6c_TRAP_retr_RNAScope_A3_Scan1_[5186,33759]_component_data_merged_Region 3.ome.tif	7319a380-16c9-4c06-95f9-b31ecbaec804	671	671	894	Geometry	5437.8	1290.4	671	894	0	0	0	0	NaN	0	148736	2658
JKAY11.6c_TRAP_retr_RNAScope_A3_Scan1_[5186,33759]_component_data_merged_Region 3.ome.tif	151a9c18-1173-4239-9d77-20fb709f9823	928	928	645	Geometry	6550	3488.3	928	645	0	0	0	0	NaN	0	435117.5	2689.9
JKAY11.6c_TRAP_retr_RNAScope_A3_Scan1_[5186,33759]_component_data_merged_Region 3.ome.tif	a068e2ab-cf6a-4d38-8508-57b383b1556d	863	863	1000	Geometry	3915	5467	863	1000	0	0	0	0	NaN	0	82153.5	2053.6
JKAY11.6c_TRAP_retr_RNAScope_A3_Scan1_[5186,33759]_component_data_merged_Region 3.ome.tif	1b2cfd20-ffb0-429a-a1e8-4c51279a6e70	128	128	323	Geometry	4177.3	3946.5	128	323	0	0	0	0	NaN	0	509400.6	7860.6
JKAY11.6c_TRAP_retr_RNAScope_A3_Scan1_[5186,33759]_component_data_merged_Region 3.ome.tif	2aca61a8-22ba-4c38-9fe7-c9f47a646bbb	752	752	960	Geometry	4074.3	4005.5	752	960	0	0	0	0	NaN	0	578061.4	11061
JKAY11.6c_TRAP_retr_RNAScope_A3_Scan1_[5186,33759]_component_data_merged_Region 3.ome.tif	868e48c7-d584-47b6-beb0-cb5da1583bdb	901	901	967	Geometry	4194.5	5019.5	901	967	0	0	0	0	NaN	0	415648	5331.5
JKAY11.6c_TRAP_retr_RNAScope_A3_Scan1_[5186,33759]_component_data_merged_Region 3.ome.tif	db1af4a5-96ba-41ff-aae7-9c4a5a1ca7ad	869	869	425	Geometry	1649.3	1051	869	425	0	0	0	0	NaN	0	34411.6	1149.4
JKAY11.6c_TRAP_retr_RNAScope_A3_Scan1_[5186,33759]_component_data_merged_Region 3.ome.tif	0e966d3a-06a2-42ca-8ada-ad136249279e	526	526	926	Geometry	5346.9	3059	526	926	0	0	0	0	NaN	0	1025092.2	12015.9
JKAY11.6c_TRAP_retr_RNAScope_A3_Scan1_[5186,33759]_component_data_merged_Region 3.ome.tif	9b140681-921e-4d38-bb1b-86afc212fba8	851	851	302	Geometry	4798.3	1285.2	851	302	0	0	0	0	NaN	0	135682.4	5299.2
JKAY11.6c_TRAP_retr_RNAScope_A3_Scan1_[5186,33759]_component_data_merged_Region 3.ome.tif	420eefed-b1eb-424d-a3c8-b160295858e6	697	697	932	Geometry	4014.9	5758.9	697	932	0	0	0	0	NaN	0	83295.4	1541.3
JKAY11.6c_TRAP_retr_RNAScope_A3_Scan1_[5186,33759]_component_data_merged_Region 3.ome.tif	1e59c70c-2cca-4bb8-9d74-ada02744c4fc	482	482	948	Geometry	4247.7	2019.1	482	948	0	0	0	0	NaN	0	96772.7	3815
JKAY11.6c_TRAP_retr_RNAScope_A3_Scan1_[5186,33759]_component_data_merged_Region 3.ome.tif	f4951888-f142-41df-aa46-fca2f65a60fe	911	911	967	Geometry	4108	3192.1	911	967	0	9	2	7	77.78	1492.5	4690.1	380.14
JKAY11.6c_TRAP_retr_RNAScope_A3_Scan1_[5186,33759]_component_data_merged_Region 3.ome.tif	d8663285-6b93-42d8-b9b6-a79725914212	62	62	832	Geometry	4222.4	4013.6	62	832	0	0	0	0	NaN	0	18591.2	848.56
JKAY11.6c_TRAP_retr_RNAScope_A3_Scan1_[5186,33759]_component_data_merged_Region 3.ome.tif	98a9f3e7-710b-4843-a8a0-b306d2142f1c	926	926	909	Geometry	3442.8	2765.3	926	909	0	0	0	0	NaN	0	3324509.5	11004.5
JKAY11.6c_TRAP_retr_RNAScope_A3_Scan1_[5186,33759]_component_data_merged_Region 3.ome.tif	729ebdc5-6f72-4ab4-af0f-4b12be783e1d	528	528	512	Geometry	6420.2	3660.6	528	512	0	0	0	0	NaN	0	1311566.2	7701.8
JKAY11.6c_TRAP_retr_RNAScope_A3_Scan1_[5186,33759]_component_data_merged_Region 3.ome.tif	1a85986a-7908-4a80-98a8-1b9028417413	549009227	549009227	987	Geometry	5889.1	4488.4	549009227	987	0	0	0	0	NaN	0	13736.9	511.68
JKAY11.6c_TRAP_retr_RNAScope_A3_Scan1_[5186,33759]_component_data_merged_Region 3.ome.tif	f60b2080-6b2a-4ed2-ab51-1292eab36a5e	312782632	312782632	312782628	Geometry	1732	1451.7	312782632	312782628	0	0	0	0	NaN	0	151641.1	3382.2
JKAY11.6c_TRAP_retr_RNAScope_A3_Scan1_[5186,33759]_component_data_merged_Region 3.ome.tif	90352131-6cd5-4b65-8566-18ef501ce505	832	832	967	Geometry	4222.4	4013.6	832	967	0	0	0	0	NaN	0	18591.2	848.56
JKAY11.6c_TRAP_retr_RNAScope_A3_Scan1_[5186,33759]_component_data_merged_Region 3.ome.tif	f1ca5c05-6862-42e3-8d9f-ab95e59817bc	4	4	339	Geometry	4732.6	2203	4	339	0	0	0	0	NaN	0	1617431.6	7630.9
JKAY11.6c_TRAP_retr_RNAScope_A3_Scan1_[5186,33759]_component_data_merged_Region 3.ome.tif	31253d39-a2c6-444d-9a30-7f3942b52c54	933	933	967	Geometry	3823.9	4016.1	933	967	0	0	0	0	NaN	0	1040037.7	22375.3
JKAY11.6c_TRAP_retr_RNAScope_A3_Scan1_[5186,33759]_component_data_merged_Region 3.ome.tif	e808b705-94a8-4413-91cb-7f88d82c45bd	932	932	792	Geometry	4014.9	5758.9	932	792	0	0	0	0	NaN	0	83295.4	1541.3
JKAY11.6c_TRAP_retr_RNAScope_A3_Scan1_[5186,33759]_component_data_merged_Region 3.ome.tif	e60277da-85cb-4656-8d9c-97420ab7c078	312782628	312782628	669	Geometry	1367.4	1438.2	312782628	669	0	0	0	0	NaN	0	416678.6	3703.5
JKAY11.6c_TRAP_retr_RNAScope_A3_Scan1_[5186,33759]_component_data_merged_Region 3.ome.tif	70362d71-814b-4b7b-8698-13c191d7c3b6	122	122	398	Geometry	3944.3	5968.4	122	398	0	0	0	0	NaN	0	160273.4	3042.9
JKAY11.6c_TRAP_retr_RNAScope_A3_Scan1_[5186,33759]_component_data_merged_Region 3.ome.tif	ba98eec4-76aa-4b2a-a515-d50506ceab5d	721	721	385	Geometry	2465.3	666.55	721	385	0	0	0	0	NaN	0	154836.1	2910.6
JKAY11.6c_TRAP_retr_RNAScope_A3_Scan1_[5186,33759]_component_data_merged_Region 3.ome.tif	82f8445f-d960-4f35-89ec-cd5483545957	190	190	784	Geometry	3962	6034.3	190	784	0	0	0	0	NaN	0	119670.9	2097.5
JKAY11.6c_TRAP_retr_RNAScope_A3_Scan1_[5186,33759]_component_data_merged_Region 3.ome.tif	78679913-89a2-4445-9b81-ee77df1078f2	1089	1089	695	Geometry	2922.2	2605.3	1089	695	0	0	0	0	NaN	0	4950851.3	13063.3
JKAY11.6c_TRAP_retr_RNAScope_A3_Scan1_[5186,33759]_component_data_merged_Region 3.ome.tif	3eafb6ee-1dc8-4836-9656-b9cf30b73a09	302	302	339	Geometry	4829.2	1185.2	302	339	0	0	0	0	NaN	0	624361.7	5885.6
JKAY11.6c_TRAP_retr_RNAScope_A3_Scan1_[5186,33759]_component_data_merged_Region 3.ome.tif	e973c5ed-f4c4-4e52-91de-e4951ef213e3	841	841	948	Geometry	3990.2	5903.7	841	948	0	0	0	0	NaN	0	296516.8	8988.5
JKAY11.6c_TRAP_retr_RNAScope_A3_Scan1_[5186,33759]_component_data_merged_Region 3.ome.tif	d0cf9af4-4028-464f-b996-4d9857f252a7	909	909	822	Geometry	2824.2	2714.3	909	822	0	0	0	0	NaN	0	4308495	11407.2
JKAY11.6c_TRAP_retr_RNAScope_A3_Scan1_[5186,33759]_component_data_merged_Region 3.ome.tif	c883f4d6-3e86-4fba-9a11-6eb005627031	1132	1132	771	Geometry	4253.2	4708.3	1132	771	0	0	0	0	NaN	0	2317512.9	18469.2
JKAY11.6c_TRAP_retr_RNAScope_A3_Scan1_[5186,33759]_component_data_merged_Region 3.ome.tif	9f5eaab4-5b72-414d-8ea6-dece8da6689d	434	434	879	Geometry	2910	984.2	434	879	0	0	0	0	NaN	0	67828.7	1803.9
JKAY11.6c_TRAP_retr_RNAScope_A3_Scan1_[5186,33759]_component_data_merged_Region 3.ome.tif	0822d837-29e5-45a1-975d-e7d7d3c554f9	679	679	1117	Geometry	4162.7	4537.4	679	1117	0	0	0	0	NaN	0	143048.1	3220
JKAY11.6c_TRAP_retr_RNAScope_A3_Scan1_[5186,33759]_component_data_merged_Region 3.ome.tif	2e5addc7-d39e-4415-b9e0-b7a3d76776c6	1121	1121	918	Geometry	471.82	2814.6	1121	918	0	0	0	0	NaN	0	225945.9	3944.2
JKAY11.6c_TRAP_retr_RNAScope_A3_Scan1_[5186,33759]_component_data_merged_Region 3.ome.tif	b586e3fb-dd9f-408c-83b8-979fcacdc9db	294	294	323	Geometry	4704.7	1707.6	294	323	0	0	0	0	NaN	0	1797713.4	7655.1
JKAY11.6c_TRAP_retr_RNAScope_A3_Scan1_[5186,33759]_component_data_merged_Region 3.ome.tif	78e08c73-926d-4300-b9b6-237463db3ef6	902	902	425	Geometry	1912.1	1181.1	902	425	0	0	0	0	NaN	0	244624.1	3138.1
JKAY11.6c_TRAP_retr_RNAScope_A3_Scan1_[5186,33759]_component_data_merged_Region 3.ome.tif	db576e39-242f-48de-897a-893a3ca44b13	877	877	1000	Geometry	4134.1	4750.3	877	1000	0	0	0	0	NaN	0	46249.2	1260.9
JKAY11.6c_TRAP_retr_RNAScope_A3_Scan1_[5186,33759]_component_data_merged_Region 3.ome.tif	d2505c50-659e-4d00-9524-7f6302d69375	339	339	313	Geometry	4759.5	1919.5	339	313	0	0	0	0	NaN	0	2241793.3	13516.5
JKAY11.6c_TRAP_retr_RNAScope_A3_Scan1_[5186,33759]_component_data_merged_Region 3.ome.tif	915157f7-88ce-43f3-8db9-e7f169743e6d	658	658	948	Geometry	3531.8	3358.3	658	948	0	0	0	0	NaN	0	613361.9	8625.5
JKAY11.6c_TRAP_retr_RNAScope_A3_Scan1_[5186,33759]_component_data_merged_Region 3.ome.tif	99142b80-8700-4677-838a-da3b04c1a264	792	792	967	Geometry	4014.9	5758.9	792	967	0	0	0	0	NaN	0	83295.4	1541.3
JKAY11.6c_TRAP_retr_RNAScope_A3_Scan1_[5186,33759]_component_data_merged_Region 3.ome.tif	30f4c08a-b9fc-4383-9c71-50274eeb469b	442	442	879	Geometry	3248.5	1024.8	442	879	0	0	0	0	NaN	0	94984.6	2880.1
