Image	Object ID	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	ID	Parent ID	Side	Num Detections	Num Negative	Num Positive	Positive %	Num Positive per mm^2	Area µm^2	Perimeter µm
JKAY11.6c_TRAP_retr_RNAScope_A1_Scan2_[5084,30613]_component_data_merged_Region 1.ome.tif	c0145946-8fdd-40c9-8048-50a511f3e18b	10703	10703	726	Geometry	4899.3	4286.7	10703	726	0	0	0	0	NaN	0	2360544.1	25006
JKAY11.6c_TRAP_retr_RNAScope_A1_Scan2_[5084,30613]_component_data_merged_Region 1.ome.tif	d2615f65-0705-4412-8041-73e4626a218e	933	933	967	Geometry	6290.3	5442	933	967	0	0	0	0	NaN	0	204330.4	3024
JKAY11.6c_TRAP_retr_RNAScope_A1_Scan2_[5084,30613]_component_data_merged_Region 1.ome.tif	26f8219d-52f7-4040-8c79-547953e9feb3	987	987	771	Geometry	4634.8	6463	987	771	0	0	0	0	NaN	0	1640540.2	7435.4
JKAY11.6c_TRAP_retr_RNAScope_A1_Scan2_[5084,30613]_component_data_merged_Region 1.ome.tif	679c3ba3-0c75-493e-af02-f18fdeb688ad	607344850	607344850	100	Geometry	4536.3	5699.5	607344850	100	0	0	0	0	NaN	0	40670.7	1590.5
JKAY11.6c_TRAP_retr_RNAScope_A1_Scan2_[5084,30613]_component_data_merged_Region 1.ome.tif	01ccefe3-b3d1-4f3b-8fc7-4cbc92159155	138	138	856	Geometry	2736.1	3196.9	138	856	0	0	0	0	NaN	0	131103.4	2210.1
JKAY11.6c_TRAP_retr_RNAScope_A1_Scan2_[5084,30613]_component_data_merged_Region 1.ome.tif	c4c57ebf-6e55-4aad-8759-b6c47bf39b42	607344846	607344846	100	Geometry	4521.4	5721.9	607344846	100	0	0	0	0	NaN	0	75573	1884.8
JKAY11.6c_TRAP_retr_RNAScope_A1_Scan2_[5084,30613]_component_data_merged_Region 1.ome.tif	a528a882-19ed-4fd1-8dc9-7043feab8dd7	1080	1080	1089	Geometry	3231.9	3961	1080	1089	0	0	0	0	NaN	0	7357679.6	17084.2
JKAY11.6c_TRAP_retr_RNAScope_A1_Scan2_[5084,30613]_component_data_merged_Region 1.ome.tif	9c188dec-e77a-4ae9-b5a4-408451c47c57	312782644	312782644	312782628	Geometry	8852.6	3978.5	312782644	312782628	0	0	0	0	NaN	0	20478.6	830.54
JKAY11.6c_TRAP_retr_RNAScope_A1_Scan2_[5084,30613]_component_data_merged_Region 1.ome.tif	5faadebc-2ab1-4338-907b-06d297a10838	vlPAG-left		Image	Polygon	4393.8	3660.6	NaN	NaN	NaN	187	111	76	40.64	545.9	139220	1690.3
JKAY11.6c_TRAP_retr_RNAScope_A1_Scan2_[5084,30613]_component_data_merged_Region 1.ome.tif	0ce0c42d-f912-470d-b1f7-e83118fea178	484682520	484682520	896	Geometry	4685.7	2568.5	484682520	896	0	0	0	0	NaN	0	413139.9	13078.3
JKAY11.6c_TRAP_retr_RNAScope_A1_Scan2_[5084,30613]_component_data_merged_Region 1.ome.tif	1bd752e3-d2e7-4a79-aa0b-aae68a0a01d4	696	696	1027	Geometry	380.24	1451.3	696	1027	0	0	0	0	NaN	0	67161.5	1305.1
JKAY11.6c_TRAP_retr_RNAScope_A1_Scan2_[5084,30613]_component_data_merged_Region 1.ome.tif	33cdce74-d6f9-441c-bf53-cd0fa4e0c5b6	312782578	312782578	312782574	Geometry	5100.9	2315.8	312782578	312782574	0	0	0	0	NaN	0	66649.7	1580.8
JKAY11.6c_TRAP_retr_RNAScope_A1_Scan2_[5084,30613]_component_data_merged_Region 1.ome.tif	20531675-1ecb-4619-aa6a-140d38bbb667	41	41	533	Geometry	4958.9	875.93	41	533	0	0	0	0	NaN	0	121759.1	2231
JKAY11.6c_TRAP_retr_RNAScope_A1_Scan2_[5084,30613]_component_data_merged_Region 1.ome.tif	2877b82b-94ab-496f-b899-199cd07dcb2e	632	632	726	Geometry	5172.9	4511.5	632	726	0	0	0	0	NaN	0	1130583.7	16281.8
JKAY11.6c_TRAP_retr_RNAScope_A1_Scan2_[5084,30613]_component_data_merged_Region 1.ome.tif	f100071f-2ee0-4053-8941-2eb981b8bf6b	52	52	918	Geometry	5344.7	5505.1	52	918	0	0	0	0	NaN	0	585238.1	7241
JKAY11.6c_TRAP_retr_RNAScope_A1_Scan2_[5084,30613]_component_data_merged_Region 1.ome.tif	2e3947b0-50e7-486b-bd98-32313ca5edc4	1072	1072	475	Geometry	4087.2	3577.1	1072	475	0	0	0	0	NaN	0	119728.3	2156.8
JKAY11.6c_TRAP_retr_RNAScope_A1_Scan2_[5084,30613]_component_data_merged_Region 1.ome.tif	712c2318-a239-4c6a-a566-4a8c0e20dec8	75	75	323	Geometry	2839.3	2881.5	75	323	0	0	0	0	NaN	0	15597.3	463.59
JKAY11.6c_TRAP_retr_RNAScope_A1_Scan2_[5084,30613]_component_data_merged_Region 1.ome.tif	6b820c80-b731-4bb3-8495-7684fba337c2	121	121	409	Geometry	4846	2513.4	121	409	0	0	0	0	NaN	0	33755.9	2012.3
