Image	Object ID	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	ID	Side	Parent ID	Num Detections	Num Negative	Num Positive	Positive %	Num Positive per mm^2	Area µm^2	Perimeter µm
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 4.ome.tif	77aa15b7-0747-4acc-b28a-910e79c1ca05	root	root	Image	Geometry	5269.4	3131.6	997	0	NaN	1894	576	1318	69.59	27.13	48589350	37750
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 4.ome.tif	e90beaed-fba5-4a92-b96d-fb3e74ab70f3	grey	grey	root	Geometry	5277.2	3056.9	8	0	997	1894	576	1318	69.59	30.16	43706779.6	98891.1
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 4.ome.tif	2b72f06f-269b-49fe-b21f-03e61325c9b1	CB	CB	grey	Geometry	3115.2	5132.2	512	0	8	0	0	0	NaN	0	71703.6	3196.1
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 4.ome.tif	5b38c6c9-d03a-48fa-87c4-af4476876cba	CH	CH	grey	Geometry	5429	3073.3	567	0	8	0	0	0	NaN	0	24945586.5	59366.3
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 4.ome.tif	fb6c8efd-ce98-4a9f-9191-8f5fb204e8d5	CTX	CTX	CH	Geometry	5429	3073.3	688	0	567	0	0	0	NaN	0	24945586.5	59366.3
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 4.ome.tif	5712270b-69b8-4886-ad82-ebfc7c8a9a67	CTXpl	CTXpl	CTX	Geometry	5413.2	3047.5	695	0	688	0	0	0	NaN	0	24676039.7	61439.5
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 4.ome.tif	edf2b3b4-89c9-480f-96f9-9ea6a92af880	HPF	HPF	CTXpl	Geometry	4961.3	3658.1	1089	0	695	0	0	0	NaN	0	14466926.3	39200.2
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 4.ome.tif	88f07d39-aacb-47b3-ab73-6299a380481e	HIP	HIP	HPF	Geometry	7432.2	4032.7	1080	0	1089	0	0	0	NaN	0	4616861.2	11892.6
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 4.ome.tif	41d7f5a6-325f-4aae-89a9-921575c85577	DG	DG	HIP	Geometry	6447.1	3913.6	726	0	1080	0	0	0	NaN	0	2521531	11468.6
JKBY11.1d_A2_Scan2.qptiff - resolution #1_Region 4.ome.tif	d5e2065f-ab21-4121-a5da-aca68c76d608	DG-sg	DG-sg	DG	Geometry	7381.1	3916.7	632	0	726	0	0	0	NaN	0	442742.5	9653.4
