Image	Object ID	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	ID	Side	Parent ID	Num Detections	Num Negative	Num Positive	Positive %	Num Positive per mm^2	Area µm^2	Perimeter µm
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 4.ome.tif	0b09f373-fab3-4875-89b2-46abd160c9a8	root	root	Image	Geometry	4225.2	3266.7	997	0	NaN	1990	1566	424	21.31	11.95	35477231.8	37623.1
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 4.ome.tif	60682dd3-6c63-42c9-927d-191e73bb61ce	grey	grey	root	Geometry	4221.1	3169.1	8	0	997	1989	1565	424	21.32	13.53	31340868.3	84601
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 4.ome.tif	661aa73a-5784-4da9-9758-8c5dc3018fb4	CB	CB	grey	Geometry	1651.3	2343.2	512	0	8	0	0	0	NaN	0	4110348.3	18421.9
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 4.ome.tif	63c17ab2-3a76-423a-8146-d2afa810fa95	CBX	CBX	CB	Geometry	1464.1	2231.7	528	0	512	0	0	0	NaN	0	3705098.9	11681.4
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 4.ome.tif	dd3d1bb6-0dc4-41f3-8a5e-7e5b27e753ff	HEM	HEM	CBX	Geometry	1357	2080.2	1073	0	528	0	0	0	NaN	0	2756698.3	10310.1
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 4.ome.tif	b8ce8945-36fa-4be4-83c6-33be4acc9a9f	PFL	PFL	HEM	Geometry	1099.6	3160.6	1041	0	1073	0	0	0	NaN	0	30969.7	720.07
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 4.ome.tif	53549258-cd30-4749-ab7a-ae95550af35c	FL	FL	HEM	Geometry	1079.9	3818.4	1049	0	1073	0	0	0	NaN	0	590446.8	3176.3
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 4.ome.tif	b345f574-d9ba-4a08-897b-599b4b7dc8aa	SIM	SIM	HEM	Geometry	1437.4	1583.9	1007	0	1073	0	0	0	NaN	0	2135282.1	6930.3
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 4.ome.tif	2c313ea1-6dc7-4a79-9863-505ae002db1a	VERM	VERM	CBX	Geometry	1775.4	2671.9	645	0	528	0	0	0	NaN	0	948400.6	4322.6
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 4.ome.tif	73e0c99a-bff8-4b71-9be5-8f34aa21485d	CUL	CUL	VERM	Geometry	1775.4	2671.9	928	0	645	0	0	0	NaN	0	948400.6	4322.6
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 4.ome.tif	a48994e0-a549-442f-beca-9725f27af2b1	CUL4, 5	CUL4, 5	CUL	Geometry	1775.4	2671.9	1091	0	928	0	0	0	NaN	0	948400.6	4322.6
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 4.ome.tif	65db0f32-5291-4b03-9969-c54ea59e43cf	CH	CH	grey	Geometry	7514.2	2889	567	0	8	0	0	0	NaN	0	5028137.8	14227
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 4.ome.tif	fffa5f44-a575-4f97-8bb7-fbf92404e6f8	CTX	CTX	CH	Geometry	7514.2	2889	688	0	567	0	0	0	NaN	0	5028137.8	14227
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 4.ome.tif	bfa073d2-7f20-4d4a-b36b-b3f9c2f7cef5	CTXpl	CTXpl	CTX	Geometry	7514.2	2889	695	0	688	0	0	0	NaN	0	5028137.8	14227
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 4.ome.tif	47406186-4ff6-4b3e-94bc-62c1eb37cbc5	Isocortex	Isocortex	CTXpl	Geometry	7642	1496.2	315	0	695	0	0	0	NaN	0	686177.7	4685.5
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 4.ome.tif	cbee724d-9927-46c5-a061-b3550fb67f38	VIS	VIS	Isocortex	Geometry	7646.9	1497.9	669	0	315	0	0	0	NaN	0	680848.1	4752.3
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 4.ome.tif	596f5cc2-5641-4965-a97d-8f340246bcbf	VISpor	VISpor	VIS	Geometry	8352.9	1874.4	312782628	0	669	0	0	0	NaN	0	108546.8	1574.2
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 4.ome.tif	fbba5e40-0bae-4152-8854-c4d1cf7fd32b	VISpor2/3	VISpor2/3	VISpor	Geometry	8251.9	1865.5	312782636	0	312782628	0	0	0	NaN	0	28786.9	1026.2
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 4.ome.tif	f7b62a0a-1eb4-4835-8dbc-216e16344f39	VISpor1	VISpor1	VISpor	Geometry	8389.2	1877.5	312782632	0	312782628	0	0	0	NaN	0	79760.1	1505.1
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 4.ome.tif	afb30625-e687-4fc1-b18e-69b777644c65	VISp	VISp	VIS	Geometry	7206.6	1153.9	385	0	669	0	0	0	NaN	0	103418.2	1521.1
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 4.ome.tif	9ee27a72-67dd-4b05-9086-177f507b29f0	VISp1	VISp1	VISp	Geometry	7206.6	1153.9	593	0	385	0	0	0	NaN	0	103418.2	1521.1
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 4.ome.tif	14c496f3-df7a-48db-a20b-c2918e2ae32c	VISpl	VISpl	VIS	Geometry	7580.3	1486	425	0	669	0	0	0	NaN	0	468884	3287.3
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 4.ome.tif	e3fc9234-e9d5-4dd0-a384-739fd087aec7	VISpl2/3	VISpl2/3	VISpl	Geometry	7707.2	1591.1	269	0	425	0	0	0	NaN	0	160928.9	2126
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 4.ome.tif	83d8cc60-d75d-459e-9152-bb7155e1bcd9	VISpl1	VISpl1	VISpl	Geometry	7514.2	1431.4	750	0	425	0	0	0	NaN	0	307955.3	3663.2
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 4.ome.tif	a43cff3d-f93c-460d-9709-eba23de3def0	RSP	RSP	Isocortex	Geometry	7016.8	1273.8	254	0	315	0	0	0	NaN	0	5329.6	338.52
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 4.ome.tif	7e53de10-ed0f-4c40-b526-081686fb763d	RSPagl	RSPagl	RSP	Geometry	7016.8	1273.8	894	0	254	0	0	0	NaN	0	5329.6	338.52
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 4.ome.tif	336b67ea-8b12-42ef-ae8b-dcc90dd2e283	RSPagl1	RSPagl1	RSPagl	Geometry	7016.8	1273.8	671	0	894	0	0	0	NaN	0	5329.6	338.52
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 4.ome.tif	58effec8-7520-4a7c-8847-5adfecb1c5d0	HPF	HPF	CTXpl	Geometry	7494	3109.2	1089	0	695	0	0	0	NaN	0	4341959.4	12854.6
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 4.ome.tif	72dc4f6b-d2d8-46e8-a3e3-988e2ca3aff2	RHP	RHP	HPF	Geometry	7494	3109.2	822	0	1089	0	0	0	NaN	0	4341959.4	12854.6
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 4.ome.tif	bd565407-4e01-4434-8099-07a77f45c136	PAR	PAR	RHP	Geometry	7384.8	1893.9	843	0	822	0	0	0	NaN	0	218692.9	3156.5
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 4.ome.tif	8982ac40-c79c-461d-bf39-2892208c614e	ENT	ENT	RHP	Geometry	7499.8	3173.7	909	0	822	0	0	0	NaN	0	4123266.6	12290.3
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 4.ome.tif	c65bcfc7-5335-46b6-be1d-d4af1d09dce7	ENTl	ENTl	ENT	Geometry	8447	3476.9	918	0	909	0	0	0	NaN	0	805259.1	4938.4
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 4.ome.tif	1ab71c6c-fcd7-4c12-b93f-4a87dffecc6d	ENTl2	ENTl2	ENTl	Geometry	8418.2	3428.5	20	0	918	0	0	0	NaN	0	371003.7	3940.3
JKBY11.1b_A4_Scan1.qptiff - resolution #1_Region 4.ome.tif	262b7e75-ffd6-4099-a90e-510649e3f9b2	ENTl3	ENTl3	ENTl	Geometry	8286.1	3385.2	52	0	918	0	0	0	NaN	0	94770.9	2290.4
