Image	Object ID	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	ID	Parent ID	Side	Num Detections	Num Negative	Num Positive	Positive %	Num Positive per mm^2	Area µm^2	Perimeter µm
JKAY11.2g_TRAP_retr_RNAScope_A3_Scan1_[6997,31941]_component_data_merged_Region 2.ome.tif	efee4464-5e69-4305-9f05-517c56a10572	421	421	409	Geometry	4968.1	1271.1	421	409	0	0	0	0	NaN	0	76869.9	1875.9
JKAY11.2g_TRAP_retr_RNAScope_A3_Scan1_[6997,31941]_component_data_merged_Region 2.ome.tif	374e6a6b-23a0-4223-82b5-23cd96b445a4	146	146	1117	Geometry	5031.5	4344	146	1117	0	0	0	0	NaN	0	1593715	7185.1
JKAY11.2g_TRAP_retr_RNAScope_A3_Scan1_[6997,31941]_component_data_merged_Region 2.ome.tif	c272d244-0e2e-4f58-8cd1-d96cf7621815	795	795	323	Geometry	4958.6	2440.7	795	323	0	2939	1822	1117	38.01	476.37	2344796.8	8273.9
JKAY11.2g_TRAP_retr_RNAScope_A3_Scan1_[6997,31941]_component_data_merged_Region 2.ome.tif	2632b3f1-9adf-4d7c-a33e-47259aee3081	323	323	313	Geometry	4943.7	2165.5	323	313	0	2946	1825	1121	38.05	171.45	6538311.6	20884.2
JKAY11.2g_TRAP_retr_RNAScope_A3_Scan1_[6997,31941]_component_data_merged_Region 2.ome.tif	7998e77d-69f7-4a4e-9491-c7402b8678b5	906	906	894	Geometry	4947	1313.2	906	894	0	0	0	0	NaN	0	139709	2635.8
JKAY11.2g_TRAP_retr_RNAScope_A3_Scan1_[6997,31941]_component_data_merged_Region 2.ome.tif	15f09f16-b996-4f46-9198-e05144202d8a	274	274	879	Geometry	4959.1	1479.9	274	879	0	0	0	0	NaN	0	43359.9	2467.8
JKAY11.2g_TRAP_retr_RNAScope_A3_Scan1_[6997,31941]_component_data_merged_Region 2.ome.tif	45e9f0fe-6117-4973-b2e6-220b39fd43ad	lPAG-l		Image	Polygon	4306.2	2586.8	NaN	NaN	NaN	534	304	230	43.07	617.2	372650.4	2505.6
JKAY11.2g_TRAP_retr_RNAScope_A3_Scan1_[6997,31941]_component_data_merged_Region 2.ome.tif	75af8af7-f432-4c26-822b-bb78a83f3f21	820	820	4	Geometry	4858.7	2129.4	820	4	0	0	0	0	NaN	0	153043.7	2638.1
JKAY11.2g_TRAP_retr_RNAScope_A3_Scan1_[6997,31941]_component_data_merged_Region 2.ome.tif	3e6fd881-593f-4318-a870-af28dabf21d1	1121	1121	918	Geometry	5101.3	3230.4	1121	918	0	0	0	0	NaN	0	444660.1	7209.2
JKAY11.2g_TRAP_retr_RNAScope_A3_Scan1_[6997,31941]_component_data_merged_Region 2.ome.tif	33997c73-4c5f-4b77-b2bf-1d968f04623f	1132	1132	771	Geometry	5109.6	4688.6	1132	771	0	0	0	0	NaN	0	1923797.5	16981.4
JKAY11.2g_TRAP_retr_RNAScope_A3_Scan1_[6997,31941]_component_data_merged_Region 2.ome.tif	af517940-074c-479f-892c-31c35a85b539	918	918	909	Geometry	5066.7	2959.5	918	909	0	0	0	0	NaN	0	1995245	9241.4
JKAY11.2g_TRAP_retr_RNAScope_A3_Scan1_[6997,31941]_component_data_merged_Region 2.ome.tif	03801e66-18d0-4e9c-a87e-df3031b027ca	822	822	1089	Geometry	5057.5	2931.3	822	1089	0	0	0	0	NaN	0	7936061.6	16616.1
