Image	Object ID	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	ID	Parent ID	Side	Num Detections	Num Negative	Num Positive	Positive %	Num Positive per mm^2	Area µm^2	Perimeter µm
JKAY11.2g_TRAP_retr_RNAScope_A2_Scan1_[5256,38764]_component_data_merged_Region 1.ome.tif	6d06f046-4919-4e20-99cd-157b3e833b93	PERI5	PERI5	PERI	Geometry	5992	3041.3	692	922	0	0	0	0	NaN	0	48428.2	1254.4
JKAY11.2g_TRAP_retr_RNAScope_A2_Scan1_[5256,38764]_component_data_merged_Region 1.ome.tif	352a5e45-2731-49a4-a9a9-3fc465bb32a8	SCm	SCm	MBmot	Geometry	5744.7	1898.3	294	323	0	0	0	0	NaN	0	3257307.1	9545.9
JKAY11.2g_TRAP_retr_RNAScope_A2_Scan1_[5256,38764]_component_data_merged_Region 1.ome.tif	dde5cda9-7d7f-427b-b95c-136f2ed62a82	CTX	CTX	CH	Geometry	5903.5	2582.8	688	567	0	0	0	0	NaN	0	17082374.9	49173.2
JKAY11.2g_TRAP_retr_RNAScope_A2_Scan1_[5256,38764]_component_data_merged_Region 1.ome.tif	8f2fc4fe-61f7-4c35-ae8d-277e01ec341f	ENTm	ENTm	ENT	Geometry	5453.3	5074.3	926	909	0	0	0	0	NaN	0	946673.7	5678.7
JKAY11.2g_TRAP_retr_RNAScope_A2_Scan1_[5256,38764]_component_data_merged_Region 1.ome.tif	8f999f42-6309-48d1-9326-5d4d75bd62a8	POST	POST	RHP	Geometry	6042.9	1644.9	1037	822	0	0	0	0	NaN	0	1153184.9	7128
JKAY11.2g_TRAP_retr_RNAScope_A2_Scan1_[5256,38764]_component_data_merged_Region 1.ome.tif	d4fc7a9a-ab84-4f56-bd02-9e8ca895a6c6	RSPd5	RSPd5	RSPd	Geometry	5576.9	674.56	610	879	0	0	0	0	NaN	0	172605.6	3523.2
JKAY11.2g_TRAP_retr_RNAScope_A2_Scan1_[5256,38764]_component_data_merged_Region 1.ome.tif	95657244-3302-41d2-9468-e416f3d720a9	moV	moV	Vn	Geometry	5382.2	5313.6	93	901	0	0	0	0	NaN	0	61209.7	2523.3
JKAY11.2g_TRAP_retr_RNAScope_A2_Scan1_[5256,38764]_component_data_merged_Region 1.ome.tif	f1a5ee47-ef52-4469-83e5-2625c5b0c156	MBsen	MBsen	MB	Geometry	5763.8	1627.5	339	313	0	0	0	0	NaN	0	1300147.5	12809.3
JKAY11.2g_TRAP_retr_RNAScope_A2_Scan1_[5256,38764]_component_data_merged_Region 1.ome.tif	ecde9c8d-8a48-40e3-93ce-13e43b3b4b42	VISp1	VISp1	VISp	Geometry	5904.4	427.18	593	385	0	0	0	0	NaN	0	366708.3	8022.9
JKAY11.2g_TRAP_retr_RNAScope_A2_Scan1_[5256,38764]_component_data_merged_Region 1.ome.tif	54fe6eb3-533f-4b79-933f-353e2ebb2292	RSPd6a	RSPd6a	RSPd	Geometry	5498.2	822.33	274	879	0	0	0	0	NaN	0	154273.6	2461.6
